Land;Brand;Status;Week;Old_mat;New_mat;Art_nr;Prod_grp;Description_SE;Descripiton_DK;GTIN_CU;GTIN_TU;GTIN_Pallet;Type_nr;SP_CU;Depth_CU;Width_CU;Height_CU;Weight_kg_CU;CU_TU;(CU_TU);Depth_TU;Width_TU;Height_TU;Weight_kg_TU;TU_Layer;TU_Pallet;Hi_inc_Pal;GW_PU_kg;NW_PU_kg;DVH_CU   ;DVH_TU;FH_CU;FH_TU
Nordic;Melitta;;;6741105;6710736;20986;KAFFEBRYGGARE ;LOOK 4.0 SELECTION SVART  A.S.O;LOOK IV SELECTION SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-04;1;240;270;360;2,22;1;3;295;750;390;7,566;12;24;925;;;400;400;400;400
Nordic;Melitta;;;;6708139;20990;GLASKANNOR ;GLASKANNA LOOK IV, SVART;GLASKANDE LOOK IV, SORT;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;109;109;109;109
Nordic;Melitta;;;;6708146;20991;GLASKANNOR ;GLASKANNA LOOK IV SST/SVART;GLASKANDE LOOK IV SST/SORT;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;144;144;144;144
Nordic;Melitta;;;;6708153;20992;GLASKANNOR ;GLASKANNA LOOK IV SST/VIT;GLASKANDE LOOK IV SST/HVID;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;144;144;144;144
Nordic;Melitta;;;;6708160;20993;GLASKANNOR ;GLASKANNA LOOK IV, VIT;GLASKANDE LOOK IV, HVID;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;109;109;109;109
Nordic;Melitta;C;;6708207;6763581;20997;KAFFEBRYGGARE ;SIGNATURE DE LUXE  STYLE;SIGNATURE DE LUXE  STYLE;4,01E+12;4,01E+12;4,01E+12;1007-04;1;203;373;365;3,4;1;3;625;388;390;3,4;9;18;925;;;1040;1040;1040;1040
Nordic;Melitta;C;;6708214;6763583;20998;KAFFEBRYGGARE ;SIGNATURE DL MATT BLACK - ELGIGANTEN;SIGNATURE DL MAT SORT - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1007-03;1;203;373;365;3,4;1;3;625;388;390;3,4;9;18;925;;;1040;1040;1040;1040
Nordic;Melitta;;;;6708238;21000;GLASKANNOR ;GLASKANNA AROMA ELEGANCE;GLASKANDE AROMA ELEGANCE;4,01E+12;4,01E+12;4,01E+12;;1;210;156;163;0,324;1;6;230;488;356;3,154;42;84;857;;;;;;
Nordic;Melitta;;;;6708245;21001;THERMKANNOR ;TERMOKANNA EASY TOP THERM SVART/SST;TERMOKANDE EASY TOP THERM SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,91;1;6;385;565;220;6,46;24;96;1025;;;304;304;304;304
Nordic;Melitta;X;w 10 15;;6708269;21003;TILLBEHÖR ;KAKAOSTRÖARE;KAKAOSTRØ;4,01E+12;4,01E+12;4,01E+12;;1;68;67;93;0,103;6;6;140;210;94;2,834;52;208;961;;;64;384;64;384
Nordic;Melitta;;;;6708368;21004;GLASKANNOR ;GLASKANNA AROMA SIGNATURE STYLE;GLASKANDE AROMA SIGNATURE STYLE;4,01E+12;4,01E+12;4,01E+12;;1;180;180;160;0,34;1;6;180;180;160;0,336;24;120;1025;;;;;;
Nordic;Melitta;;;;6708375;21005;GLASKANNOR ;GLASKANNA AROMA SIGNATURE DX, SVART;GLASKANDE AROMA SIGNATURE DX, SORT;4,01E+12;4,01E+12;4,01E+12;;1;180;180;160;0,34;1;6;180;180;160;0,336;24;120;1025;;;;;;
Nordic;Melitta;;;;6708382;21006;TILLBEHÖR ;FILTERTRATT AROMA SIGNATURE, STYLE;TRAGT AROMA SIGNATURE STYLE;4,01E+12;4,01E+12;4,01E+12;;1;150;150;144;0,19;1;;150;150;144;0,2;60;120;757;;;115;115;115;115
Nordic;Melitta;;;;6708399;21007;TILLBEHÖR ;FILTERTRATT AROMA SIGNATURE DX, SVART;TRAGT AROMA SIGNATURE DELUX SORT;4,01E+12;4,01E+12;4,01E+12;;1;150;150;144;0,19;1;;150;150;144;0,2;60;120;757;;;;;115;115
Nordic;Melitta;;;;6708504;21012;GLASKANNOR ;GLASKANNA AROMABOY VIT;GLASKANDE AROMABOY HVID;4,01E+12;4,01E+12;4,01E+12;;1;111;115;90;0,18;1;12;385;485;205;4,67;96;384;965;;;;;;
Nordic;Melitta;X;;;6762833;21959;KAFFEMASKINER;CAFFEO BARISTA TS  AROMA INTENCE , SVART (FACELIFT);CAFFEO BARISTA TS  AROMA INTENCE , SORT (FACELIFT);4,01E+12;4,01E+12;4,01E+12;;1;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;6709235;6767337;21022;KAFFEMASKINER;CAFFEO PASSIONE, SVART;CAFFEO PASSIONE, SORT;4,01E+12;4,01E+12;4,01E+12;F53/0-102;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;3717;3717;3717;3717
Nordic;Melitta;;;6709266;6767330;21023;KAFFEMASKINER;CAFFEO PASSIONE, SILVER;CAFFEO PASSIONE, SILVER;4,01E+12;4,01E+12;4,01E+12;F53/0-101;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;3717;3717;3717;3717
DA;Melitta;N;w 44 2018;;6766508;22123;KAFFEMASKINER;CAFFEO PASSIONE, SVART, med CIRKELPIGEN för COOP DK;;4,01E+12;4,01E+12;4,01E+12;;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;;;;
Nordic;Melitta;;;6709334;6767359;21025;KAFFEMASKINER;CAFFEO VARIANZA CSP, SVART;CAFFEO VARIANZA CSP, SORT;4,01E+12;4,01E+12;4,01E+12;F57/0-102;1;397;580;445;11,751;1;;397;580;445;11,75;4;8;1035;;;5773;5773;5773;5773
Nordic;Melitta;;;6709396;6767331;21026;KAFFEMASKINER;CAFFEO VARIANZA CSP, SST;CAFFEO VARIANZA CSP, SST;4,01E+12;4,01E+12;4,01E+12;F58/0-100;1;397;580;445;11,751;1;1;397;580;445;11,751;4;8;1035;;;5300;5300;5300;5300
Nordic;Melitta;X;w 48 16;;6730314;21107;KAFFEBRYGGARE ;ENJOY GLAS, VIT/SVART A.S.O;ENJOY GLAS, HVID/SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;;1;233;260;355;2,29;1;3;240;800;390;7,67;12;24;925;;;272;272;272;272
Nordic;Melitta;X;w 48 16;;6730369;21109;KAFFEBRYGGARE ;ENJOY GLAS, SVART A.S.O;ENJOY GLAS, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;;1;233;260;355;2,29;1;3;240;800;390;7,67;12;24;925;;;272;272;272;272
Nordic;Melitta;;;;6730413;21111;KAFFEBRYGGARE ;EASY SVART A.S.O;EASY SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-02;1;189;260;315;1,68;1;6;393;795;335;10,08;18;54;1150;;;184;184;184;184
Nordic;Melitta;;;;6730437;21112;KAFFEBRYGGARE ;EASY VIT A.S.O;EASY HVID A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-01;1;189;260;315;1,68;1;6;393;795;335;10,08;18;54;1150;;;184;184;184;184
Nordic;Melitta;;;;6730468;21113;KAFFEBRYGGARE ;EASY TOP SVART SST A.S.O;EASY TOP SORT SST A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-04;1;189;260;315;1,74;1;6;393;795;335;10,44;18;54;1150;;;256;256;256;256
Nordic;Melitta;;;;6730543;21117;KAFFEBRYGGARE ;SINGLE 5, SVART A.S.O;SINGLE 5, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;M720;1;180;233;308;1,7;1;6;380;720;325;19,2;18;54;1125;;;272;272;272;272
Nordic;Melitta;;w 27 16;6734480;6760582;21138;VATTENKOKARE ;VATTENKOKARE EASY TOP AQUA, SVART;ELKEDEL EASY TOP AQUA, SORT;4,01E+12;4,01E+12;4,01E+12;1016-04;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;272;272;272;272
Nordic;Melitta;;w 27 16;6734527;6760580;21139;VATTENKOKARE ;VATTENKOKARE EASY AQUA, SVART;ELKEDEL EASY AQUA, SORT;4,01E+12;4,01E+12;4,01E+12;1016-01;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;208;208;208;208
Nordic;Melitta;;w 27 16;6734510;6760579;21140;VATTENKOKARE ;VATTENKOKARE EASY TOP AQUA, VIT;ELKEDEL EASY TOP AQUA, HVID;4,01E+12;4,01E+12;4,01E+12;1016-03;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;272;272;272;272
Nordic;Melitta;;w 27 16;6734534;6760581;21141;VATTENKOKARE ;VATTENKOKARE EASY AQUA, VIT;ELKEDEL EASY AQUA, HVID;4,01E+12;4,01E+12;4,01E+12;1016-02;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;208;208;208;208
Nordic;Melitta;;;;6733551;21143;KAFFEMASKINER;CAFFEO VARIANZA CS, SVART;CAFFEO VARIANZA CS, SORT;4,01E+12;4,01E+12;4,01E+12;F55/0-102;1;397;580;445;11,21;1;1;397;580;445;11,21;4;8;1035;;;6080;6080;6080;6080
Nordic;Melitta;;;6736057;6767355;21163;KAFFEMASKINER;CAFFEO VARIANZA CSP, SILVER;CAFFEO VARIANZA CSP, SILVER;4,01E+12;4,01E+12;4,01E+12;F57/0-101;1;397;580;445;11,751;1;;397;580;445;11,75;4;8;1035;;;5773;5773;5773;5773
Nordic;Melitta;;;;6738440;21266;KAFFEBRYGGARE ;LOOK 4.0 THERM DE LUXE SVART  A.S.O;LOOK IV THERM DE LUXE SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-14;1;240;270;388;3,41;1;3;295;750;418;11,13;12;24;981;;;640;640;640;640
Nordic;Melitta;;;;6738402;21268;KAFFEBRYGGARE ;LOOK 4.0 THERM SELECTION SVART  A.S.O;LOOK IV THERM SELECTION SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-12;1;240;270;360;2,89;1;3;295;750;418;10,77;12;24;981;;;528;528;528;528
Nordic;Melitta;;;;6738389;21269;KAFFEBRYGGARE ;LOOK 4.0 THERM VIT  A.S.O;LOOK IV THERM HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-09;1;240;270;388;2,76;1;3;295;750;418;10,38;12;24;981;;;464;464;464;464
Nordic;Melitta;;;;6738310;21270;KAFFEBRYGGARE ;LOOK 4.0 THERM SVART  A.S.O;LOOK IV THERM SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-10;1;240;270;388;2,76;1;3;295;750;418;10,38;12;24;981;;;464;464;464;464
Nordic;Melitta;;w10 15;;6738167;21271;KAFFEBRYGGARE ;AROMA ELEGANCE THERM DELUXE ;AROMA ELEGANCE THERM DELUXE - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1012-06;1;255;375;360;4,163;1;3;390;780;385;13,272;9;18;915;;;1312;1312;1312;1312
Nordic;Melitta;;;;6742737;21299;VATTENKOKARE ;VATTENKOKARE PRIME AQUA;ELKEDEL PRIME AQUA;4,01E+12;4,01E+12;4,01E+12;1018-02;1;178;232;264;1,51;1;6;385;730;302;9,36;18;54;985;;;320;320;320;320
Nordic;Melitta;;;;6742768;21300;VATTENKOKARE ;VATTENKOKARE PRIME AQUA MINI;4,01E+12;4,01E+12;4,01E+12;4,01E+12;1018-01;1;175;227;210;1,2;1;6;379;715;248;7,23;18;72;1137;120;;272;272;272;272
Nordic;Melitta;N;w 09 18;;6763285;21927;VATTENKOKARE ;VATTENKOKARE PRIME AQUA MINI TOP;ELKEDEL PRIME AQUA MINI;4,01E+12;4,01E+12;4,01E+12;1018-03;1;175;227;210;1,2;1;6;379;715;248;8;18;72;1137;120;;;;;
Nordic;Melitta;;;;6742904;21380;THERMKANNOR ;TERMOKANNA LOOK IV / ENJOY / EASY, SVART;TERMOKANDELOOK IV / ENJOY / EASY, SORT;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,909;1;6;385;565;220;6,294;24;96;1025;;;185;185;185;185
Nordic;Melitta;;;;6742911;21381;THERMKANNOR ;TERMOKANNA LOOK IV/EASY/ENJOY, VIT;TERMOKANDELOOK IV/EASY/ENJOY, HVID;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,91;1;6;385;565;220;6,29;24;96;1025;;;320;185;185;185
Nordic;Melitta;;;;6742928;21382;THERMKANNOR ;TERMOKANNA LOOK IV, SVART/SST;TERMOKANDELOOK IV, SORT/SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;1,033;1;6;385;565;220;7,038;24;96;1025;;;360;360;360;360
Nordic;Melitta;;;;6742935;21383;THERMKANNOR ;TERMOKANNA LOOK IV, VIT/SST;TERMOKANDELOOK IV, HVID/SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;1,033;1;6;385;565;220;7,038;24;96;1025;;;360;360;360;360
Nordic;Melitta;;w 10 16;;6757225;21443;KAFFEBRYGGARE ;ENJOY 2.0 THERM VIT;ENJOY II THERM HVID;4,01E+12;4,01E+12;4,01E+12;1017-05;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;416;416;416;416
Nordic;Melitta;;w 10 16;;6757213;21444;KAFFEBRYGGARE ;ENJOY 2.0 TOP THERM VIT;ENJOY II TOP THERM HVID;4,01E+12;4,01E+12;4,01E+12;1017-07;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;464;464;464;464
Nordic;Melitta;;w 10 16;;6757215;21445;KAFFEBRYGGARE ;ENJOY 2.0 TOP THERM SVART;ENJOY II TOP THERM SORT;4,01E+12;4,01E+12;4,01E+12;1017-08;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;464;464;464;464
Nordic;Melitta;;w 10 16;;6757222;21446;KAFFEBRYGGARE ;ENJOY 2.0 TOP VIT;ENJOY II TOP HVID;4,01E+12;4,01E+12;4,01E+12;1017-03;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;352;352;352;352
Nordic;Melitta;;w 10 16;;6757223;21447;KAFFEBRYGGARE ;ENJOY 2.0 TOP SVART;ENJOY II TOP SORT;4,01E+12;4,01E+12;4,01E+12;1017-04;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;352;352;352;352
Nordic;Melitta;X;w 10 16;;6757226;21448;KAFFEBRYGGARE ;ENJOY 2.0 THERM SVART;ENJOY II THERM SORT;4,01E+12;4,01E+12;4,01E+12;1017-06;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;416;416;416;416
Nordic;Melitta;;w 10 16;;6757227;21449;KAFFEBRYGGARE ;ENJOY 2.0 VIT;ENJOY II HVID;4,01E+12;4,01E+12;4,01E+12;1017-01;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;312;312;312;312
Nordic;Melitta;;w 10 16;;6757228;21450;KAFFEBRYGGARE ;ENJOY 2.0 SVART;ENJOY II SORT;4,01E+12;4,01E+12;4,01E+12;1017-02;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;312;312;312;312
Nordic;Melitta;N;w 24 15;;6757683;21518;KAFFEKVARN;MOLINO KAFFEKVARN - SVART;MOLINO KAFFEKVARN - SORT;4,01E+12;4,01E+12;4,01E+12;1019-01;1;152;218;295;1,61;1;4;330;460;320;6,75;20;60;1105;;;416;416;416;416
DA;Melitta;;w 32 17;;6762478;21867;KAFFEKVARN;MOLINO KAFFEKVARN - SVART CIRKELPIGAN;MOLINO KAFFEKVARN - SORT;4,01E+12;4,01E+12;4,01E+12;;1;152;218;295;1,61;1;4;330;460;320;6,75;20;60;1105;;;;0;;
Nordic;Melitta;;w 10 16;;6757817;21520;KAFFEBRYGGARE ;EXCELLENT 4.0 VIT - EEL;EXCELLENT 4.0 HVID - EEL;4,01E+12;4,01E+12;4,01E+12;M511 WH;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;576;576;576;576
Nordic;Melitta;;w 10 16;;6757818;21521;KAFFEBRYGGARE ;EXCELLENT 4.0 STEEL;EXCELLENT 4.0 STEEL;4,01E+12;4,01E+12;4,01E+12;M510 ST;1;222;336;356;3,05;1;4;455;682;366;13,2;8;16;877;;;768;768;768;768
Nordic;Melitta;;w 10 16;;6757826;21527;KAFFEBRYGGARE ;EXCELLENT 4.0 SVART -  EEL;EXCELLENT 4.0 SORT -  EEL;4,01E+12;4,01E+12;4,01E+12;M511 BK;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;576;576;576;576
Nordic;Melitta;;w 10 16;;6758190;21534;KAFFEBRYGGARE ;EASY THERM SVART (MED 2 KANNOR);EASY THERM SORT (MED 2 KANDER);4,01E+12;4,01E+12;4,01E+12;1010-06;1;192;380;375;3;1;3;400;600;400;9,8;12;24;945;;;400;400;400;400
Nordic;Melitta;;w 10 16;;6758191;21546;KAFFEBRYGGARE ;EASY THERM VIT (MED 2 KANNOR);EASY THERM HVID (MED 2 KANDER);4,01E+12;4,01E+12;4,01E+12;1010-05;1;192;380;375;3;1;3;400;600;400;9,8;12;24;945;;;400;400;400;400
Nordic;Melitta;;;6758128;6767347;21547;KAFFEMASKINER;CAFFEO PASSIONE OT SILVER;CAFFEO PASSIONE OT SILVER;4,01E+12;4,01E+12;4,01E+12;F53/1-101;1;397;580;445;11,5;1;1;580;397;445;11,5;4;8;1035;;;6166;6166;6166;6166
Nordic;Melitta;;;6758129;6767351;21548;KAFFEMASKINER;CAFFEO PASSIONE OT SVART;CAFFEO PASSIONE OT SORT;4,01E+12;4,01E+12;4,01E+12;F53/1-102;1;397;580;445;11,5;1;1;580;397;445;11,5;4;8;1035;;;6166;6166;6166;6166
Nordic;Melitta;N;w 36 16;;6758158;21561;MJÖLKSKUMMARE ;CREMIO II SVART;CREMIO II SORT;4,01E+12;4,01E+12;4,01E+12;1014-02;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;504;504;504;504
Nordic;Melitta;N;w 36 16;;6758159;21562;MJÖLKSKUMMARE ;CREMIO II VIT;CREMIO II HVID;4,01E+12;4,01E+12;4,01E+12;1014-01;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;504;504;504;504
Nordic;Melitta;N;w 36 16;;6758160;21563;MJÖLKSKUMMARE ;CREMIO II SST;CREMIO II SST;4,01E+12;4,01E+12;4,01E+12;1014-03;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;576;576;576;576
Nordic;Melitta;N;w 14 2017;;6758153;21565;KAFFEBRYGGARE ;EASY TOP THERM STEEL SVART  A.S.O;EASY TOP THERM STEEL SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-11;1;188;285;360;2,18;1;4;393;585;380;9,545;16;32;905;;;;;334;334
Nordic;Melitta;N;w 20 16;;6758145;21567;GLASKANNOR ;RJ ENJOY VIT;RJ ENJOY HVID;4,01E+12;4,01E+12;4,01E+12;;1;190;166;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;
Nordic;Melitta;N;w 20 16;;6758146;21568;GLASKANNOR ;RJ ENJOY TOP SVART/AROMA FRESH;RJ ENJOY TOP SORT;4,01E+12;4,01E+12;4,01E+12;;1;166;190;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;
Nordic;Melitta;N;w 20 16;;6758147;21569;GLASKANNOR ;RJ ENJOY TOP VIT;RJ ENJOY TOP HVID;4,01E+12;4,01E+12;4,01E+12;;1;166;190;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;
Nordic;Melitta;N;w 20 16;;6758178;21572;THERMKANNOR ;RTJ ENJOY TOP THERM VIT;RTJ ENJOY TOP THERM HVID;4,01E+12;4,01E+12;4,01E+12;;1;182;182;190;0,845;1;6;565;385;220;6,84;24;192;1820;;;340;340;340;340
Nordic;Melitta;N;w 20 16;;6758179;21573;THERMKANNOR ;RTJ ENJOY TOP THERM SVART;RTJ ENJOY TOP THERM SORT;4,01E+12;4,01E+12;;;1;182;182;190;0,85;1;6;565;385;220;6,84;24;192;1820;;;340;340;340;340
Nordic;Melitta;N;w 14 2017;;6758233;21578;KAFFEBRYGGARE ;EASY TIMER SVART  A.S.O;EASY TIMER SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-14;1;190;287;320;1,79;1;4;393;585;340;7,97;16;48;1165;;;;;250;250
Nordic;Melitta;N;w 14 2017;;6758234;21579;KAFFEBRYGGARE ;EASY TOP TIMER SVART  A.S.O;EASY TOP TIMER SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-15;1;190;287;320;1,85;1;4;393;585;340;8,21;16;48;1165;;;;;350;350
Nordic;Melitta;N;w 20 16;;6758771;21617;GLASKANNOR ;GLASKANNA EXCELLENT 4.0 SVART 1,3 L;GLASKANDE EXCELLENT 4.0 SORT 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75
Nordic;Melitta;N;w 20 16;;6758772;21618;GLASKANNOR ;GLASKANNA EXCELLENT 4.0 VIT 1,3 L;GLASKANDE EXCELLENT 4.0 HVID 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75
Nordic;Melitta;N;;;6762172;21836;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 SVART 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75
Nordic;Melitta;N;;;6762142;21837;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 VIT 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75
Nordic;Melitta;N;;;6762392;21875;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 SST 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;90,1;90,1;90,1;90,1
Nordic;Melitta;N;w 35 18;;6763348;21871;KAFFEBRYGGARE ;EASY  2.0 SVART  ;EASY  II SVART  ;4,01E+12;4,01E+12;4,01E+12;1023-02;1;189;260;315;1,68;1;6;795;393;335;11,08;18;54;1150;124;;184;184;184;184
Nordic;Melitta;N;w 35 18;;6763350;21872;KAFFEBRYGGARE ;EASY 2.0 VIT;EASY II VIT;4,01E+12;4,01E+12;4,01E+12;1023-01;1;189;260;315;1,68;1;6;795;393;335;11,08;18;54;1150;124;;184;184;184;184
Nordic;Melitta;N;w 35 18;;6763352;21873;KAFFEBRYGGARE ;EASY TOP 2.0  SVART ;EASY TOP II  SVART ;4,01E+12;4,01E+12;4,01E+12;1023-04;1;189;260;315;1,706;1;6;795;393;335;11,236;18;54;1150;125;;256;256;256;256
Nordic;Melitta;N;w 15 19;;6763355;21878;KAFFEBRYGGARE ;EASY 2.0 THERM SVART ;;4,01E+12;4,01E+12;4,01E+12;1023-06;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;
Nordic;Melitta;N;;;6763359;21879;KAFFEBRYGGARE ;EASY 2.0 THERM VIT;;4,01E+12;4,01E+12;4,01E+12;1023-05;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;
Nordic;Melitta;N;w 15 19;;6763363;21874;KAFFEBRYGGARE ;EASY TOP 2.0 THERM SVART ;;4,01E+12;4,01E+12;4,01E+12;1023-08;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;
Nordic;Melitta;N;;;6764954;22011;KAFFEBRYGGARE ;EASY TOP 2.0 THERM SST;;4,01E+12;4,01E+12;4,01E+12;1023-10;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;
Nordic;Melitta;N;;;6763357;21880;KAFFEBRYGGARE ;EASY 2.0 THERM 2 KANNOR;;4,01E+12;4,01E+12;4,01E+12;1023-06;1;190;378;360;3,05;1;4;400;592;411;10,21;12;24;967;106;73,2;;;;
Nordic;Melitta;;w 9 16;;6759270;21650;KAFFEBRYGGARE ;EXCELLENT PROMO, SVART A.S.O;EXCELLENT PROMO, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;M510 BK;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;486;486;486;486
Nordic;Melitta;C;w18 16;6759306;6763579;21672;KAFFEBRYGGARE ;AROMA SIGNATURE DE LUXE , VIT - ;AROMA SIGNATURE DE LUXE , HVID - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1007-05;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;1040;1040;1040;1040
Nordic;Melitta;N;w 32 18;;6765820;22063;KAFFEBRYGGARE ;AROMA SIGNATURE DE LUXE , VIT - CIRKELPIGAN COOP DK;AROMA SIGNATURE DE LUXE , HVID - CIRKELPIGEN;4,01E+12;4,01E+12;4,01E+12;;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;
Nordic;Melitta;N;w 18 18;;6762820;21870;KAFFEBRYGGARE ;AROMA SIGNATURE THERM;AROMA SIGNATURE THERM;4,01E+12;4,01E+12;4,01E+12;1007-06;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;
Nordic;Melitta;N;w 18 18;;6762819;21869;KAFFEBRYGGARE ;AROMA SIGNATURE THERM DELUXE - ELGIGANTEN;AROMA SIGNATURE THERM DELUXE;4,01E+12;4,01E+12;4,41E+12;1007-07;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;
Nordic;Melitta;N;w 36 17;;6760844;21731;KAFFEBRYGGARE ;AROMAFRESH;AROMAFRESH;4,01E+12;4,01E+12;4,01E+12;1021-01;1;295;305;478;5,06;1;1;295;305;478;5,06;6;12;1175;;;1163;1163;1163;1163
Nordic;Melitta;N;w 46 18;;6766091;21941;KAFFEBRYGGARE ;EPOS360;4,01E+12;4,01E+12;4,01E+12;4,01E+12;1024-01;1;380;420;430;6,235;1;1;380;420;430;6,235;5;10;1005;101;63,35;;;;
Nordic;Melitta;N;w 36 17;;6760731;21738;KAFFEBRYGGARE ;EXCELLENT 5.0 SVART  EXCLUS4.0T;EXCELLENT 5.0 SORT;4,01E+12;4,01E+12;4,01E+12;1022-02;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;751;751;751;751
Nordic;Melitta;N;w 36 17;;6760732;21739;KAFFEBRYGGARE ;EXCELLENT 5.0 VIT ;EXCELLENT 5.0 HVID;4,01E+12;4,01E+12;4,01E+12;1022-01;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;751;751;751;751
Nordic;Melitta;N;w5 2018;;6762394;21778;KAFFEMASKINER;CI TOUCH, SILVER;CI TOUCH, SILVER;4,01E+12;4,01E+12;4,01E+12;F630-101;1;387;419;571;11,56;1;1;387;419;571;11,56;4;8;983;;;5500;5500;5500;5500
Nordic;Melitta;N;w5 2018;;6762405;21779;KAFFEMASKINER;CI TOUCH, SVART;CI TOUCH, SORT;4,01E+12;4,01E+12;4,01E+12;F630-102;1;387;419;571;11,56;1;1;387;419;571;11,56;4;8;983;;;5500;5500;5500;5500
Nordic;Melitta;N;w5 2018;;6762505;21780;KAFFEMASKINER;BARISTA T SMART, SVART;BARISTA T SMART, SORT;4,01E+12;4,01E+12;4,01E+12;F83/0-102;1;387;419;592;13,45;1;1;387;419;592;13,45;4;8;983;;;6450;6450;6450;6450
