Land;Brand;Status;Week;Old_mat;New_mat;Art_nr;Prod_grp;Description_SE;Descripiton_DK;GTIN_CU;GTIN_TU;GTIN_Pallet;Type_nr;SP_CU;Depth_CU;Width_CU;Height_CU;Weight_kg_CU;CU_TU;(CU_TU);Depth_TU;Width_TU;Height_TU;Weight_kg_TU;TU_Layer;TU_Pallet;Hi_inc_Pal;GW_PU_kg;NW_PU_kg;DVH_CU   ;DVH_TU;FH_CU;FH_TU
Nordic;Melitta;N;w5 2018;;6762506;21781;KAFFEMASKINER;BARISTA T SMART, SILVER;BARISTA T SMART, SILVER;4,01E+12;4,01E+12;4,01E+12;F83/0-101;1;387;419;591;13,45;1;1;387;419;591;13,45;4;8;983;;;6450;6450;6450;6450
Nordic;Melitta;N;w5 2018;;6762504;21783;KAFFEMASKINER;BARISTA TS  SMART, SVART;BARISTA TS  SMART, SORT;4,01E+12;4,01E+12;4,01E+12;F85/0-102;1;387;419;592;13,79;1;1;387;419;592;13,79;4;8;983;;;7100;7100;7100;7100
Nordic;Melitta;N;w5 2018;;6762499;21784;KAFFEMASKINER;BARISTA TS SMART, SILVER;BARISTA TS SMART, SILVER;4,01E+12;4,01E+12;4,01E+12;F85/0-101;1;387;419;592;13,79;1;1;387;419;592;13,79;4;8;983;;;7100;7100;7100;7100
Nordic;Melitta;N;w 40 2019;;6766988;22168;KAFFEMASKINER;AVANZA SVART;AVANZA SORT;4,01E+12;4,01E+12;4,01E+12;F270-102;1;450;300;545;9,57;1;1;450;300;545;9,57;6;12;1235;139;114,792;;;;
Nordic;Melitta;N;w 40 2019;;6766030;22169;KAFFEMASKINER;AVANZA SILVER;AVANZA SILVER;4,01E+12;4,01E+12;4,01E+12;F270-101;1;450;300;545;9,566;1;1;450;300;545;9,566;6;12;1235;139;114,792;;;;
Nordic;Melitta;N;w 27 2019;;6766027;22161;KAFFEMASKINER;PURISTA SVART;PURISTA SORT;4,01E+12;4,01E+12;4,01E+12;F23/0-102;1;380;300;545;9,566;1;1;380;300;545;9,566;8;24;1178;254;229,584;;;;
Nordic;Melitta;N;w 27 2019;;6766668;22160;KAFFEMASKINER;PURISTA SILVER;PURISTA SILVER;4,01E+12;4,01E+12;4,01E+12;F23/0-101;1;380;300;545;9,566;1;1;380;300;545;9,566;8;24;1178;254;229,584;;;;
Nordic;Melitta;N;;;6709112;21016;KAFFEMASKINER;CAFFEO SOLO PURE BLACK - ELGIGANTEN;CAFFEO SOLO PURE BLACK - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;E950-222;1;380;300;545;9,7;1;1;380;300;545;9,7;8;16;1050;;; ; ; ; 
Nordic;Melitta;;;6666842;6730321;40139;TILLBEHÖR ;FILTERTRATT PORSLIN 102;FILTERTRATT PORSLIN 102;4,01E+12;4,01E+12;4,01E+12;;1;127;127;108;0,49;1;;127;127;108;0,5;54;540;1245;;;159;159;159;159
Nordic;Melitta;;;;6578077;41222;GLASKANNOR ;GLASKANNA AROMA EXCELLENT VIT 1,3 L;GLASKANDE AROMA EXCELLENT HVID 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;147;190;177;0,4;32;120;1030;;;67,8;67,8;67,8;67,8
Nordic;Melitta;;;;6578190;41223;GLASKANNOR ;GLASKANNA GRANDE 1,6L, VIT;GLASKANDE GRANDE 1,6L, HVID;4,01E+12;400650 841223 5;;;1;144;186;176;0,42;1;;153;155;178;0,456;35;120;1218;;;78,4;78,4;94,3;94,3
Nordic;Melitta;;;;6578206;55012;GLASKANNOR ;GLASKANNA AROMA EXCELLENT SVART, 1,3 L;GLASKANDE AROMA EXCELLENT SORT, 1,3 L;5,70E+12;5,70E+12;7,31E+12;;1;144;186;176;0,42;1;;147;190;177;0,4;24;120;1030;;;67,8;67,8;67,8;67,8
Nordic;Melitta;X;;;6588151;55031;GLASKANNOR ;GLASKANNA AROMA BOY 0,3 L, VIT;GLASKANDE AROMA BOY 0,3 L, HVID;4,01E+12;4,01E+12;4,01E+12;;1;115;111;90;0,18;1;;110;110;87;0,17;70;840;1194;;;58,3;58,3;61,5;61,5
Nordic;Melitta;;;;6578770;55057;GLASKANNOR ;GLASKANNA AROMA EXCELLENT DISPL 1,3 L, VIT;GLASKANDE AROMA EXCELLENT DISPL 1,3 L, HVID;4,01E+12;731027 955057 5;4,01E+12;;1;575;425;159;0,49;12;;580;430;155;4,7;2;12;1080;;;61,5;738;56,5;678
Nordic;Melitta;;;5869374;6647858;90017;TEFILTER;CILIA TEFILTER (M) 100-P;CILIA TEFILTER (M) 100-P;4,01E+12;4,01E+12;4,01E+12;;100;24;110;146;0,0625;8;;196;113;150;0,5;45;270;1050;;;25,652;205,2;;
Nordic;Melitta;N;w 36 15;;6745387;90018;TEFILTER;CILIA TEFILTERHÅLLARE;CILIA TEFILTERHOLDER;4,01E+12;4,01E+12;4,01E+12;;1;63;93;150;0,055;6;;391;96;158;0,44;15;135;1009;;;25,7;154,2;25,7;154,2
Nordic;Melitta;X;;;6704346;90495;TILLBEHÖR ;DISPLAY ACCESSORIES;DISPLAY ACCESSORIES;7,31E+12;7,31E+12;7,31E+12;;19;270;470;500;7,5;1;19;470;270;500;7,5;2;2;1250;;;1952;1952;1952;1952
Nordic;Melitta;;;;6626822;90503;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X2 OBLEKTA 40-P;KAFFEFILTER 1X2 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;106;171;0,06;18;;390;114;174;1,264;21;105;1015;;;9,222;166;9,2;165,6
Nordic;Melitta;;;6626815;6761343;90505;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X6 OBLEKTA 40-P;KAFFEFILTER 1X6 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;24;157;236;0,15;8;;192;165;237;1,25;19;95;970;;;16,006;128;16;128
Nordic;Melitta;;;;6627300;90507;KAFFEFILTER , OBLEKTA;KAFFEFILTER 100 OBLEKTA 40-P;KAFFEFILTER 100 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;82;131;0,043333333;9;;198;90;133;0,39;48;288;943;;;5,724;51,5;5,7;51,3
Nordic;Melitta;;;;6627294;90508;KAFFEFILTER , OBLEKTA;KAFFEFILTER 101 OBLEKTA 40-P;KAFFEFILTER 101 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;100;149;0,054;9;;198;106;149;0,575;42;252;1039;;;6,837;61,5;6,8;61,2
Nordic;Melitta;;;;6657291;90511;KAFFEFILTER , VITA;KAFFEFILTER 1X4 VITA 40-P;KAFFEFILTER 1X4 HVIDA 40-P;4,01E+12;400650 890511 9;4,01E+12;;40;21;131;197;0,095;18;;396;135;200;1,87;16;64;950;;;8,586;154,5;8,1;145,8
Nordic;Melitta;;;6619442;6658694;90527;KAFFEFILTER , OBLEKTA;KAFFEFILTER 102 OBLEKTA 80-P;KAFFEFILTER 102 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;42;122;173;0,145;9;;390;129;175;1,385;18;90;1020;;;16,006;144,1;13,3;119,7
Nordic;Melitta;;;6658090;6763167;94641;KAFFEFILTER , VITA;KAFFEFILTER 1X4 VITA 80-P;KAFFEFILTER 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;43;131;197;0,17;18;;390;268;200;3,26;9;36;944;;;19,08;343,4;14,3;257,4
Nordic;Melitta;;;;6658076;94647;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X4 OBLEKTA 80-P;KAFFEFILTER 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;43;131;197;0,17;18;;390;268;200;3,2;9;36;944;;;19,08;343,4;13,8;248,4
Nordic;Melitta;;;6648640;6714833;94711;TILLBEHÖR ;FRANSK PRESS 3 KOPPAR;FRANSK PRESS 3 KOPPAR;4,01E+12;4,01E+12;4,01E+12;;1;82;122;168;0,245;4;4;265;175;180;1,13;12;48;965;;;92;368;92;368
Nordic;Melitta;N;w 07 18;;6761122;99200;AVKALK. & RENGÖRING;BIO  AVKALKNINGSMEDEL KAFFEBRYGGARE , PULVER  6x20gr;;4,01E+12;4,01E+12;4,01E+12;;6;18;110;181;0,165;10;;195;117;188;1,717;40;160;897;;;32,35;323,5;32,35;323,5
Nordic;Melitta;N;w 07 18;;6761123;99204;AVKALK. & RENGÖRING;BIO AVKALKNINGSMEDEL ESPRESSOMASKINER,  PULVER  4x40gr;;4,01E+12;4,01E+12;4,01E+12;;4;38;82;160;0,196;5;;200;87;170;1,034;52;260;995;;;40,34;201,7;40,34;201,7
Nordic;Melitta;N;w 07 18;;6761119;99202;AVKALK. & RENGÖRING;BIO  AVKALKNINGSMEDEL UNIVERSAL,  FLYTANDE 250 ml;;4,01E+12;4,01E+12;4,01E+12;;1;32;73;200;0,325;10;;164;153;208;3,37;35;140;977;;;32,95;329,5;32,95;329,5
Nordic;Melitta;;;6648633;6713355;94712;TILLBEHÖR ;FRANSK PRESS 9 KOPPAR;FRANSK PRESS 9 KOPPAR;4,01E+12;4,01E+12;4,01E+12;;1;110;152;212;0,362;4;4;316;234;227;1,598;8;24;895;;;122;488;122;488
Nordic;Melitta;N;w 22 16;6739423;6762512;94747;AVKALK. & RENGÖRING;AVKALKARE ESPRESSOMASK. PULVER 2x40G;AFKALKER ESPRESSOMASK. PULVER 2x40G;4,01E+12;4,01E+12;4,01E+12;;2;23;82;160;0,098;8;;200;87;170;0,8;52;260;955;;;11;88;13;104
Nordic;Melitta;N;w 22 16;6747183;6762481;94749;AVKALK. & RENGÖRING;RENGÖRING ESPRESSOMASK. TABLETT 4x1,8G;RENGÖRING ESPRESSOMASK. TABS 4x1,8G;4,01E+12;4,01E+12;4,01E+12;;4;13;63;162;0,022;10;;146;70;170;0,3;93;465;995;;;11;110;12,9;129
Nordic;Melitta;;;6659462;6763165;95804;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET 1X4 OBLEKTA 80-P;KAFFEFILTER GOURMET 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;391;137;199;1,5;16;64;946;;;21,677;173,4;17,3;138,4
Nordic;Melitta;N;W48 17;6707798;6762517;96056;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. FLYTANDE 250ML;AFKALKER FILTERKAFFEBR. FLYDENDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;32;73;200;0,325;10;;153;164;208;3,3;35;140;980;;;19;190;23,3;233
Nordic;Melitta;;;6750343;6762519;96058;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. TABLETT 4x12G;AFKALKER FILTERKAFFEBR. TABS 4x12G;4,01E+12;4,01E+12;4,01E+12;;4;94;16;160;0,058333333;12;;200;100;168;0,7;48;240;990;;;11,8;141,6;10,6;127,2
Nordic;Melitta;N;w 22 16;6546281;6762511;96090;AVKALK. & RENGÖRING;VATTENFILTER 1-P;VANDFILTER 1-P;4,01E+12;4,01E+12;4,01E+12;;1;40;230;50;0,085;10;;230;200;100;0,9;20;180;1050;;;94,3;943;94,3;943
Nordic;Melitta;;;6757415;6762482;96255;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. PULVER 6x20G;AFKALKER FILTERKAFFEBR. PULVER 6x20G;4,01E+12;4,01E+12;4,01E+12;;6;18;110;181;0,16;10;;195;117;188;1,7;40;160;900;;;17,8;178;21,2;212
Nordic;Melitta;X;;6574772;6758166;96545;AVKALK. & RENGÖRING;AVKALKARE VATTENKOKARE GELE FLYTANDE 250ML;AFKALKER ELKEDEL GELE FLYTANDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;40;73;174;0,295;8;;172;152;181;2,5;34;170;1050;;;27;216;25,4;203,2
Nordic;Melitta;;;;6659226;97073;KAFFEFILTER , VITA;KAFFEFILTER 102 VITA 80-P;KAFFEFILTER 102 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;42;122;173;0,145;9;;390;129;175;1,385;18;90;1020;;;16,006;144,1;13,3;119,7
Nordic;Melitta;;;6606206;6762521;97223;AVKALK. & RENGÖRING;RENGÖRNING MJÖLKSYSTEM, FLYTANDE 250ML;RENGÖRNING MJÖLKSYSTEM, FLYTANDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;40;73;174;0,3;8;;172;152;181;2,445;34;170;1055;;;51;408;54,1;432,8
Nordic;Melitta;;;6640095;6747190;97554;AVKALK. & RENGÖRING;PERFECT CLEAN - CARE SET;PERFECT CLEAN - CARE SET;4,01E+12;4,01E+12;4,01E+12;;1;63;159;181;0,57;4;;171;280;198;2,4;19;76;937;;;0;0;215;860
Nordic;Melitta;X;v 7 2017;;6652166;97729;TILLBEHÖR ;FÖRVARINGSBOX 250G;FÖRVARINGSBOX 250G;4,01E+12;4,01E+12;4,01E+12;;1;116;166;127;0,28;6;;360;250;140;1,83;16;32;785;;;92;552;92;552
Nordic;Melitta;;;;6650841;97734;ACCESSOARER;THERMMUGG PREMIUM SST 350ml;THERMOKOP PREMIUM SST 350ml;4,01E+12;4,01E+12;4,01E+12;;1;88;88;215;0,352;4;;190;190;265;1,558;18;54;902;;;111;444;111;444
Nordic;Melitta;;;6687861;6763159;98056;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET INTENSE 1X4 VITA 80-P;KAFFEFILTER GOURMET INTENSE 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;390;138;199;1,54;16;64;941;;;21,677;173,4;17,3;138,4
Nordic;Melitta;;;6687878;6763161;98060;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET MILD 1X4 VITA 80-P;KAFFEFILTER GOURMET MILD 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;390;138;199;1,54;16;64;941;;;21,677;173,4;17,3;138,4
Nordic;Melitta;;;6663360;6702762;98118;TILLBEHÖR ;DOSERINGSMÅTT;DOSERINGSMÅTT;4,01E+12;4,01E+12;4,01E+12;;1;26;70;223;0,047;10;;200;152;223;0,58;4;120;1037;;;42;420;42;420
Nordic;Melitta;N;w 07 17;6739522;6763163;98578;KAFFEFILTER NATURA;KAFFEFILTER NATURA 1X4 OBLEKTA 80-P;KAFFEFILTER NATURA 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;48;132;199;0,18;8;;391;137;199;1,5;16;64;941;;;21,677;173,4;17,3;138,4
Nordic;Melitta;N;w 35 17;6761024;6764386;99025;ACCESSOARER;POUR OVER GLASKANNA 700 ML;POUR OVER GLASKANDE 700 ML;4,01E+12;4,01E+12;4,01E+12;;1;146;146;125;0,315;4;;310;310;137;1,52;12;36;1200;;;65,96;263,84;65,96;263,84
Nordic;Melitta;N;w 35 17;6761026;6764387;99174;ACCESSOARER;POUR OVER VATTEN KANNA;POUR OVER KANDE;4,01E+12;4,01E+12;4,01E+12;;1;185;223;170;0,567;2;;230;375;182;1,214;18;36;950;;;165,72;331,44;165,72;331,44
Nordic;Melitta;N;w 35 17;6761022;6764385;99180;ACCESSOARER;POUR OVER PREMIUM  FILTERTRATT 1X6;POUR OVER PREMIUM TRAGT 1x6;4,01E+12;4,01E+12;4,01E+12;;1;153;153;135;0,22;4;;165;315;285;1,08;12;36;1125;;;65,96;263,84;65,96;263,84
Nordic;Melitta;N;w 35 17;6761021;6764384;99183;ACCESSOARER;POUR OVER PREMIUM  FILTERTRATT 1X4;POUR OVER PREMIUM TRAGT 1x4;4,01E+12;4,01E+12;4,01E+12;;1;137;137;125;0,188;6;;286;421;136;1,308;8;24;1035;;;54,87;329,22;54,87;329,22
Nordic;Melitta;;;;6707965;20973;TILLBEHÖR ;FRANSK PRESS SST, 3 KOPPAR;FRANSK PRESS SST, 3 KOPPER;4,01E+12;4,01E+12;4,01E+12;;1;83;131;178;0,498;4;4;137;349;198;2,25;16;48;865;;;224;896;224;896
Nordic;Melitta;;;;6742942;21384;THERMKANNOR ;TERMOKANNA AROMA ELEGANCE+ SIGNATURE;TERMOKANDEAROMA ELEGANCE;4,01E+12;4,01E+12;4,01E+12;;1;190;168;180;0,86;1;6;395;520;200;6;24;96;945;;;380;380;380;380
Nordic;Melitta;N;w 09 18;;6762265;21841;KAFFEBRYGGARE ;EXCELLENT 5.0 DELUXE SVART (vissa ståldetaljer)  ;EXCELLENT 5.0 DELUXE SORT (vissa ståldetaljer)  ;4,01E+12;4,01E+12;4,01E+12;1022-03;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;;;;
Nordic;Melitta;N;;;6760570;;TILLBEHÖR ;FILTERTRATT EXCELLENT 4.0  VIT;TRAGT EXCELLENT 4.0 HVID;4,01E+12;;;;1;150;150;144;0,15;1; ;150;150;144;0,15;;;;;;60;60;60;60
Nordic;Melitta;N;;;6765952;;TILLBEHÖR ;FILTERTRATT AROMA EXCELLENT 5.0 SVART;TRAGT EXCELLENT 5.0 SORT;4,01E+12;;;;1;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6764341;;TILLBEHÖR ;FILTERTRATT AROMAFRESH 1021-01;TRAGT AROMAFRESH;4,01E+12;;;;1;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6763140;;TILLBEHÖR ;PORCLINSKANNA VIT 0,6L ;PORCELÆNSKANDE 102 HVID;4,01E+12;4,01E+12;4,01E+12;;1;137;169;160;0,345;1;1;169;137;160;0,345;64;256;1545;125;88,32;;;;
Nordic;Melitta;;;;6763128;;TILLBEHÖR ;FILTERTRATT PORSLIN 102 VIT;PORCELÆNSTRAGT 102 HVID;4,01E+12;4,01E+12;4,01E+12;;1;152;157;114;0,492;1;1;157;152;114;0,492;60;360;1723;212;177,12;;;;
Nordic;Melitta;;;6707910;6763134;;TILLBEHÖR ;FILTERTRATT PORSLIN 1 x 4 VIT;PORCELÆNSTRAGT 1X4 HVID;4,01E+12;4,01E+12;4,01E+12;;1;167;173;122;0,556;1;1;173;167;122;0,556;48;288;1777;198;160,128;;;;
Nordic;Melitta;;;;6748623;;KARTONG;Kartong Excellent 3.0 white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748630;;KARTONG;Kartong Excellent 3.0 black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748654;;KARTONG;Kartong Excellent Grande black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748661;;KARTONG;Kartong Excellent Grande white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748678;;KARTONG;Kartong Excellent SST;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6688301;;KARTONG;Kartong Excellent Therm Steel;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6760572;;KARTONG;Kartong Excellent 4.0 SST;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6760573;;KARTONG;Kartong Excellent 4.0 white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6760574;;KARTONG;Kartong Excellent 4.0 black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6764524;;KARTONG;Kartong Excellent 5.0 white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6764525;;KARTONG;Kartong Excellent 5.0 black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6691981;;KARTONG;Kartong till Aroma Signature;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6692018;;KARTONG;Kartong till Aroma Signature de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6757449;;KARTONG;Kartong Aroma Signature Style;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6692018;;KARTONG;Kartong Aroma Signature DeLuxe Vit;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6757470;;KARTONG;Kartong Aroma Signature deLuxe SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748401;;KARTONG;Kartong Aroma Elegance;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748418;;KARTONG;Kartong Aroma Elegance de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6757479;;KARTONG;Kartong Aroma Elegance Therm de Luxe;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;;;KARTONG;Kartong Aroma Fresh;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748425;;KARTONG;Kartong Look IV white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748432;;KARTONG;Kartong Look IV black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748449;;KARTONG;Kartong Look IV Selection white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748456;;KARTONG;Kartong Look IV Selection black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748463;;KARTONG;Kartong Look IV DeLuxe white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748470;;KARTONG;Kartong Look IV DeLuxe black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758259;;KARTONG;Kartong Look IV Therm deluxe black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758261;;KARTONG;Kartong Look IV Therm Selection black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758262;;KARTONG;Kartong Look IV Therm Selection white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758263;;KARTONG;Kartong Look IV Therm black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758264;;KARTONG;Kartong Look IV Therm white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6758265;;KARTONG;Kartong Look IV Therm Steel Black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748494;;KARTONG;Kartong Look IV Timer black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6599454;;KARTONG;Kartong Look Aqua Vario SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6678258;;KARTONG;Kartong Look Aqua SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748364;;KARTONG;Kartong Easy Therm white SCAN;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748371;;KARTONG;Kartong Easy Therm black SCAN;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748395;;KARTONG;Kartong Easy Top Therm black SCAN;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748333;;KARTONG;Kartong Easy black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748326;;KARTONG;Kartong Easy white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748357;;KARTONG;Kartong Easy Top black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6748395;;KARTONG;Kartong Easy Top Therm SST ;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;;;KARTONG;Kartong Easy Top Timer;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;;;KARTONG;Kartong Easy Timer;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6692070;;KARTONG;Kartong Easy II, black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6692087;;KARTONG;Kartong Easy II, white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6759155;;KARTONG;Kartong Enjoy Top Therm vit;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6759154;;KARTONG;Kartong Enjoy Top Therm SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6711801;;KARTONG;Kartong Enjoy Aqua SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6615598;;KARTONG;Kartong Enjoy Aqua vit/SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748555;;KARTONG;Kartong Aroma Boy white;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748562;;KARTONG;Kartong Aroma Boy black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6748517;;KARTONG;Kartong Single 5 black;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6761325;;KARTONG;Kartong Cremio II SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6761326;;KARTONG;Kartong Cremio II Vit;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6761324;;KARTONG;Kartong Cremio II SST;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6758972;;KARTONG;Molino Kaffekvarn;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6591762;;KARTONG;Kartong CaffeO Solo SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6591779;;KARTONG;Kartong CaffeO Solo silver/SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6756922;;KARTONG;EAN kod CaffeO Solo SVART (används tillsammans med 6591779 när 6591762 är slut);;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6635473;;KARTONG;Kartong CaffeO Solo&Milk silver;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;X;;;6697808;;KARTONG;Kartong CaffeO Solo&Perfect Milk SVARTE957-101;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6697839;;KARTONG;Kartong CaffeO Solo&Perfect Milk silver E957-103;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6618391;;KARTONG;Kartong  CaffeO CI silver;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;;6618407;;KARTONG;Kartong CaffeO CI SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6765028;;KARTONG;Kartong CI Touch, SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6765028;;KARTONG;Kartong CI Touch, silver;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6716318;;KARTONG;Kartong Barista TS SVART 750-102 ;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6716318;;KARTONG;Kartong Barista Smart TS, SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;;;KARTONG;Kartong Barista Smart TS, silver;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6716370;;KARTONG;Kartong Barista Smart T, SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6716332;;KARTONG;Kartong Barista Smart T, silver;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6758512;;KARTONG;Kartong VARIANZA CS BLACK F55/0-102 SCAN;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6752231;;KARTONG;Kartong Varianza CSP SVART;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;N;;;6751531;;KARTONG;EAN kod Varianza CSP SILVER (används tillsammans med 6752231 när kartong behövs till 6736057);;;;;;;;;;;;;;;;;;;;;;;;;
