Land;Brand;Status;Week;Old_mat;New_mat;Art_nr;Prod_grp;Description_SE;Descripiton_DK;GTIN_CU;GTIN_TU;GTIN_Pallet;Type_nr;SP_CU;Depth_CU;Width_CU;Height_CU;Weight_kg_CU;CU_TU;(CU_TU);Depth_TU;Width_TU;Height_TU;Weight_kg_TU;TU_Layer;TU_Pallet;Hi_inc_Pal;GW_PU_kg;NW_PU_kg;DVH_CU   ;DVH_TU;FH_CU;FH_TU;NET_III;REK_UT_PRIS;Promo_pris;ICA;Coop;B-dahl;Axfood;EEL ;Elkjöp;Mediamarkt;Expert;DK;Transferpris 2013 per PC (materialnr);Kalkylerat lagervärde Klippan 2013 per PC (EAN);;CU   ;TU;VEJLEDE_PRIS;Promo_pris;Miljö_märkt;C_ Code
Nordic;Melitta;;;;6690205;20833;GLASKANNOR ;GLASKANNA EASY TOP, SVART/SST ;GLASKANDE EASY TOP, SORT/SST ;4,01E+12;4,01E+12;4,01E+12;;1;168;192;128;0,33;1;1;192;168;128;0,33;28;196;1041;;;120;120;120;120;84,11;199;;;;;;;;;;;;;0;;;;;;70134200
Nordic;Melitta;;;;6690397;20835;TILLBEHÖR ;FILTERTRATT EXCELLENT/GRANDE. 1x4 VIT ;FILTERTRAGT EXCELLENT/GRANDE. 1x4 HVID ;4,01E+12;4,01E+12;4,01E+12;;1;138;150;116;0,095;1;;154;140;120;0,158;72;144;864;;;60;60;60;60;45,58;99;99;;;;;;;;;;;;;31,5;31,5;79,95;;;39241000
Nordic;Melitta;;;;6690403;20836;TILLBEHÖR ;FILTERTRATT EXCELLENT/GRANDE, 1x4 SVART;FILTERTRAGT EXCELLENT/GRANDE, 1x4 SORT;4,01E+12;4,01E+12;4,01E+12;;1;138;150;116;0,1;1;;154;140;120;0,2;72;144;864;;;60;60;60;60;45,58;99;99;;;;;;;;;;;;;31,5;31,5;79,95;;;39241000
Nordic;Melitta;;;;6692438;20845;GLASKANNOR ;GLASKANNA AROMA SIGNATURE/AROMA SIGNATURE DL;GLASKANDE AROMA SIGNATURE/AROMA SIGNATURE DL;4,01E+12;4,01E+12;4,01E+12;;1;180;180;160;0,336;1;3;180;180;160;0,336;24;120;1025;;;155;155;155;155;102,34;249;;;;;;105398;;X;;;30,01;;-30,01;;;;;;70134200
Nordic;Melitta;;;6692698;6765368;20853;TILLBEHÖR ;FILTERTRATT AROMA SIGNATURE (1x4);FILTERTRATT AROMA SIGNATURE (1x4);4,01E+12;4,01E+12;4,01E+12;;1;150;150;144;0,19;1;;150;150;144;0,19;;120;750;;;115;115;115;115;84,11;195;195;;;;;;;;;;23,39;;-23,39;54;54;119;;;39241000
Nordic;Melitta;X;;;6703523;20919;KAFFEMASKINER;CAFFEO BARISTA T AROMA INTENCE , SST (FACELIFT);CAFFEO BARISTA T AROMA INTENCE , SST (FACELIFT);4,01E+12;4,01E+12;4,01E+12;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6709495;20952;KAFFEBRYGGARE ;AROMA BOY SVART A.S.O;AROMA BOY SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;M25;1;146;190;208;1,04;1;12;395;456;440;13,57;24;96;1025;;;272;272;272;272;155;399;299;;;;;;;1263304;;;;;;143,5;;279;;;85167100
Nordic;Melitta;;;;6709471;20953;KAFFEBRYGGARE ;AROMA BOY VIT A.S.O;AROMA BOY HVID A.S.O;4,01E+12;4,01E+12;4,01E+12;M25;1;146;190;208;1,035;1;12;395;456;440;13,57;24;96;1025;;;272;272;272;272;155;399;299;;;;;;;X;;;;;;143,5;;279;;;85167100
Nordic;Melitta;;;;6709549;20954;KAFFEBRYGGARE ;AROMA ELEGANCE DE LUXE - ELGIGANTEN;AROMA ELEGANCE DE LUXE - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1012-03;1;255;375;360;3,47;1;3;390;780;385;12,3;9;18;915;;;992;992;992;992;590;1490;1290;;;;;;;;;;;;;680;;1299;;;85167100
Nordic;Melitta;;;;6707309;20955;KAFFEBRYGGARE ;AROMA ELEGANCE ;AROMA ELEGANCE ;4,01E+12;4,01E+12;4,01E+12;1012-01;1;255;375;360;3,474;1;3;390;780;385;12,3;9;18;920;;;864;864;864;864;528;1290;1090;;;;;;;;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6707910;20971;TILLBEHÖR ;FILTERTRATT PORSLIN 1x4;FILTERTRATT PORCELÆN 1x4;4,01E+12;4,01E+12;4,01E+12;;1;143;147;123;0,534;1;1;143;147;123;0,534;40;360;1252;;;248;248;248;248;155;299;;5695135;;;;;;1293378;;;;;;;;249;;;69111000
Nordic;Melitta;;;;6707958;20972;TILLBEHÖR ;FRANSK PRESS SST, 9 KOPPAR;FRANSK PRESS SST, 9 KOPPER;4,01E+12;4,01E+12;4,01E+12;;1;114;164;222;0,68;4;4;181;485;241;2,92;8;24;994;;;304;1216;304;1216;190;399;;;;;;;;X;;;;;;;;349;;;73239300
Nordic;Melitta;;;;6710750;20974;KAFFEBRYGGARE ;EASY THERM SVART  A.S.O;EASY THERM SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-06;1;188;285;360;2,13;1;4;393;585;380;8,52;16;32;905;;;288;288;288;288;144;399;349;;;;;;X;X;;;;;;200;;399;;;85167100
Nordic;Melitta;;;;6710798;20975;KAFFEBRYGGARE ;EASY TOP THERM SVART  A.S.O;EASY TOP THERM SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-04;1;188;285;360;2,18;1;4;393;585;380;8,72;16;32;905;;;336;336;336;336;192;499;399;;;9055815;;;;1263302;;;;;;230;;499;;;85167100
Nordic;Melitta;;;;6710774;20977;KAFFEBRYGGARE ;EASY THERM VIT  A.S.O;EASY THERM HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-05;1;188;285;360;2,13;1;4;393;585;380;8,52;16;32;905;;;288;288;288;288;144;399;349;;208657;;;;;X;;;;;;200;;399;;;85167100
Nordic;Melitta;;;;6708016;20978;GLASKANNOR ;GLASKANNA AROMA BOY SVART;GLASKANDE AROMA BOY SORT;4,01E+12;4,01E+12;4,01E+12;;1;111;115;90;0,18;1;12;385;485;205;4,67;96;384;965;;;61,5;61,5;61,5;61,5;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;X;w 46 15;;6710552;20979;KAFFEBRYGGARE ;LOOK 4.0 DE LUXE VIT  A.S.O;LOOK IV DE LUXE HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-05;1;240;270;360;2,282;1;3;295;750;390;7,75;12;24;925;;;464;464;464;464;244;699;599;;;;;;;;;;;;;268;;599;;;85167100
Nordic;Melitta;;;;6710613;20980;KAFFEBRYGGARE ;LOOK 4.0 DE LUXE SVART  A.S.O ;LOOK IV DE LUXE SORT  A.S.O ;4,01E+12;4,01E+12;4,01E+12;1011-06;1;240;270;360;2,282;1;3;295;750;390;7,746;12;24;925;;;464;464;464;464;244;699;599;;;;;106405;;;;;;;;268;;599;;;85167100
Nordic;Melitta;;;;6710637;20981;KAFFEBRYGGARE ;LOOK 4.0 TIMER SVART  A.S.O;LOOK IV TIMER SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-08;1;240;270;360;2,299;1;3;295;750;390;7,797;12;24;925;;;544;544;544;544;305;799;699;6864011;;;;;;X;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6710675;20983;KAFFEBRYGGARE ;LOOK 4.0 SVART  A.S.O;LOOK IV SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-02;1;240;270;360;2,16;1;3;295;750;390;7,386;12;24;925;;;336;336;336;336;190;499;399;;;9055906;;;;X;X;;;;;231;;399;;;85167100
Nordic;Melitta;;;;6710699;20984;KAFFEBRYGGARE ;LOOK 4.0 VIT  A.S.O;LOOK IV HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-01;1;240;270;360;2,162;1;3;295;750;390;7,386;12;24;925;;;336;336;336;336;190;499;399;;;;;;;X;;;;;;231;;399;;;85167100
Nordic;Melitta;;;;6710712;20985;KAFFEBRYGGARE ;LOOK 4.0 SELECTION VIT  A.S.O;LOOK IV SELECTION HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-03;1;240;270;360;2,22;1;3;295;750;390;7,566;12;24;925;;;400;400;400;400;222;599;499;;;9465030;;105808;;1263310;;;;;;255;;499;;;85167100
Nordic;Melitta;;;6741105;6710736;20986;KAFFEBRYGGARE ;LOOK 4.0 SELECTION SVART  A.S.O;LOOK IV SELECTION SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-04;1;240;270;360;2,22;1;3;295;750;390;7,566;12;24;925;;;400;400;400;400;222;599;499;;346852;;;105809;X;1263311;;;;;;255;;499;;;85167100
Nordic;Melitta;;;;6708139;20990;GLASKANNOR ;GLASKANNA LOOK IV, SVART;GLASKANDE LOOK IV, SORT;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;109;109;109;109;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708146;20991;GLASKANNOR ;GLASKANNA LOOK IV SST/SVART;GLASKANDE LOOK IV SST/SORT;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;144;144;144;144;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708153;20992;GLASKANNOR ;GLASKANNA LOOK IV SST/VIT;GLASKANDE LOOK IV SST/HVID;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;144;144;144;144;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708160;20993;GLASKANNOR ;GLASKANNA LOOK IV, VIT;GLASKANDE LOOK IV, HVID;4,01E+12;4,01E+12;4,01E+12;;1;185;185;135;0,44;1;6;185;185;135;0,44;24;120;960;;;109;109;109;109;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;C;;6708207;6763581;20997;KAFFEBRYGGARE ;SIGNATURE DE LUXE  STYLE;SIGNATURE DE LUXE  STYLE;4,01E+12;4,01E+12;4,01E+12;1007-04;1;203;373;365;3,4;1;3;625;388;390;3,4;9;18;925;;;1040;1040;1040;1040;616;1690;1490;6863526;;;;;;1264935;X;;;;;770;;1699;;;85167100
Nordic;Melitta;C;;6708214;6763583;20998;KAFFEBRYGGARE ;SIGNATURE DL MATT BLACK - ELGIGANTEN;SIGNATURE DL MAT SORT - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1007-03;1;203;373;365;3,4;1;3;625;388;390;3,4;9;18;925;;;1040;1040;1040;1040;616;1690;1490;;;;;;Exclusive;;;;;;;;;;;;85167100
Nordic;Melitta;;;;6708238;21000;GLASKANNOR ;GLASKANNA AROMA ELEGANCE;GLASKANDE AROMA ELEGANCE;4,01E+12;4,01E+12;4,01E+12;;1;210;156;163;0,324;1;6;230;488;356;3,154;42;84;857;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708245;21001;THERMKANNOR ;TERMOKANNA EASY TOP THERM SVART/SST;TERMOKANDE EASY TOP THERM SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,91;1;6;385;565;220;6,46;24;96;1025;;;304;304;304;304;;;;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;X;w 10 15;;6708269;21003;TILLBEHÖR ;KAKAOSTRÖARE;KAKAOSTRØ;4,01E+12;4,01E+12;4,01E+12;;1;68;67;93;0,103;6;6;140;210;94;2,834;52;208;961;;;64;384;64;384;40;89;;;;;;;;;;;;;;;;79;;;73239300
Nordic;Melitta;;;;6708368;21004;GLASKANNOR ;GLASKANNA AROMA SIGNATURE STYLE;GLASKANDE AROMA SIGNATURE STYLE;4,01E+12;4,01E+12;4,01E+12;;1;180;180;160;0,34;1;6;180;180;160;0,336;24;120;1025;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708375;21005;GLASKANNOR ;GLASKANNA AROMA SIGNATURE DX, SVART;GLASKANDE AROMA SIGNATURE DX, SORT;4,01E+12;4,01E+12;4,01E+12;;1;180;180;160;0,34;1;6;180;180;160;0,336;24;120;1025;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;;;;6708382;21006;TILLBEHÖR ;FILTERTRATT AROMA SIGNATURE, STYLE;TRAGT AROMA SIGNATURE STYLE;4,01E+12;4,01E+12;4,01E+12;;1;150;150;144;0,19;1;;150;150;144;0,2;60;120;757;;;115;115;115;115;;;;;;;;;;;;;;;;54;54;119;;;39269097
Nordic;Melitta;;;;6708399;21007;TILLBEHÖR ;FILTERTRATT AROMA SIGNATURE DX, SVART;TRAGT AROMA SIGNATURE DELUX SORT;4,01E+12;4,01E+12;4,01E+12;;1;150;150;144;0,19;1;;150;150;144;0,2;60;120;757;;;;;115;115;;;;;;;;;;;;;;;;54;54;119;;;39269097
Nordic;Melitta;;;;6708504;21012;GLASKANNOR ;GLASKANNA AROMABOY VIT;GLASKANDE AROMABOY HVID;4,01E+12;4,01E+12;4,01E+12;;1;111;115;90;0,18;1;12;385;485;205;4,67;96;384;965;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;X;;;6762833;21959;KAFFEMASKINER;CAFFEO BARISTA TS  AROMA INTENCE , SVART (FACELIFT);CAFFEO BARISTA TS  AROMA INTENCE , SORT (FACELIFT);4,01E+12;4,01E+12;4,01E+12;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;6709235;6767337;21022;KAFFEMASKINER;CAFFEO PASSIONE, SVART;CAFFEO PASSIONE, SORT;4,01E+12;4,01E+12;4,01E+12;F53/0-102;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;3717;3717;3717;3717;;5990;4990;;;;;;;1263321;;;;;;3500;;6995;;;85167100
Nordic;Melitta;;;6709266;6767330;21023;KAFFEMASKINER;CAFFEO PASSIONE, SILVER;CAFFEO PASSIONE, SILVER;4,01E+12;4,01E+12;4,01E+12;F53/0-101;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;3717;3717;3717;3717;;5990;4990;;;;;;;;;;;;;3500;;6995;;;85167100
DA;Melitta;N;w 44 2018;;6766508;22123;KAFFEMASKINER;CAFFEO PASSIONE, SVART, med CIRKELPIGEN för COOP DK;;4,01E+12;4,01E+12;4,01E+12;;1;397;580;445;10,96;1;1;397;580;445;10,96;4;8;1035;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordic;Melitta;;;6709334;6767359;21025;KAFFEMASKINER;CAFFEO VARIANZA CSP, SVART;CAFFEO VARIANZA CSP, SORT;4,01E+12;4,01E+12;4,01E+12;F57/0-102;1;397;580;445;11,751;1;;397;580;445;11,75;4;8;1035;;;5773;5773;5773;5773;;8990;6990;;;;;;;X;;;;;;5000;;8495;;;85167100
Nordic;Melitta;;;6709396;6767331;21026;KAFFEMASKINER;CAFFEO VARIANZA CSP, SST;CAFFEO VARIANZA CSP, SST;4,01E+12;4,01E+12;4,01E+12;F58/0-100;1;397;580;445;11,751;1;1;397;580;445;11,751;4;8;1035;;;5300;5300;5300;5300;;;;;;;;;;1277539;;;;;;5500;;8995;;;85167100
Nordic;Melitta;X;w 48 16;;6730314;21107;KAFFEBRYGGARE ;ENJOY GLAS, VIT/SVART A.S.O;ENJOY GLAS, HVID/SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;;1;233;260;355;2,29;1;3;240;800;390;7,67;12;24;925;;;272;272;272;272;167,74;;;; ;;;;;X; ;;;;;UDG;;;;;85167100
Nordic;Melitta;X;w 48 16;;6730369;21109;KAFFEBRYGGARE ;ENJOY GLAS, SVART A.S.O;ENJOY GLAS, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;;1;233;260;355;2,29;1;3;240;800;390;7,67;12;24;925;;;272;272;272;272;167,74;;;;;;;105814;;X;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6730413;21111;KAFFEBRYGGARE ;EASY SVART A.S.O;EASY SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-02;1;189;260;315;1,68;1;6;393;795;335;10,08;18;54;1150;;;184;184;184;184;119,38;299;249;6863260;346842;9055872;;;X;1263316;X;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6730437;21112;KAFFEBRYGGARE ;EASY VIT A.S.O;EASY HVID A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-01;1;189;260;315;1,68;1;6;393;795;335;10,08;18;54;1150;;;184;184;184;184;119,38;299;249;;;9055823;;;;1263317;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6730468;21113;KAFFEBRYGGARE ;EASY TOP SVART SST A.S.O;EASY TOP SORT SST A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-04;1;189;260;315;1,74;1;6;393;795;335;10,44;18;54;1150;;;256;256;256;256;;;;;;9055864;;106175;;X;;;;;;UDG;;;;;85167100
Nordic;Melitta;;;;6730543;21117;KAFFEBRYGGARE ;SINGLE 5, SVART A.S.O;SINGLE 5, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;M720;1;180;233;308;1,7;1;6;380;720;325;19,2;18;54;1125;;;272;272;272;272;167,74;;;;;;;105815;;1263229;;;;;;190,5;;399;;;85167100
Nordic;Melitta;;w 27 16;6734480;6760582;21138;VATTENKOKARE ;VATTENKOKARE EASY TOP AQUA, SVART;ELKEDEL EASY TOP AQUA, SORT;4,01E+12;4,01E+12;4,01E+12;1016-04;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;272;272;272;272;154;399;299;;;;;;;X;;;;;;240;;349;249;;85161080
Nordic;Melitta;;w 27 16;6734527;6760580;21139;VATTENKOKARE ;VATTENKOKARE EASY AQUA, SVART;ELKEDEL EASY AQUA, SORT;4,01E+12;4,01E+12;4,01E+12;1016-01;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;208;208;208;208;108;299;199;6114086;203916;9101502;;;;1271445;;;;;;192;;299;199;;85161080
Nordic;Melitta;;w 27 16;6734510;6760579;21140;VATTENKOKARE ;VATTENKOKARE EASY TOP AQUA, VIT;ELKEDEL EASY TOP AQUA, HVID;4,01E+12;4,01E+12;4,01E+12;1016-03;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;272;272;272;272;154;399;299;;;;;;;X;;;;;;240;;349;249;;85161080
Nordic;Melitta;;w 27 16;6734534;6760581;21141;VATTENKOKARE ;VATTENKOKARE EASY AQUA, VIT;ELKEDEL EASY AQUA, HVID;4,01E+12;4,01E+12;4,01E+12;1016-02;1;176;230;250;1,1;1;3;250;550;280;;18;54;985;;;208;208;208;208;108;299;199;;;;;;;1271444;;;;;;192;;299;199;;85161080
Nordic;Melitta;;;;6733551;21143;KAFFEMASKINER;CAFFEO VARIANZA CS, SVART;CAFFEO VARIANZA CS, SORT;4,01E+12;4,01E+12;4,01E+12;F55/0-102;1;397;580;445;11,21;1;1;397;580;445;11,21;4;8;1035;;;6080;6080;6080;6080;4057;7990;5990;;;;;;;;;;;;;4500;;7995;4990;;85167100
Nordic;Melitta;;;6736057;6767355;21163;KAFFEMASKINER;CAFFEO VARIANZA CSP, SILVER;CAFFEO VARIANZA CSP, SILVER;4,01E+12;4,01E+12;4,01E+12;F57/0-101;1;397;580;445;11,751;1;;397;580;445;11,75;4;8;1035;;;5773;5773;5773;5773;;8990;6990;;;;;;;;;;;;;5000;;8495;;;85167100
Nordic;Melitta;;;;6738440;21266;KAFFEBRYGGARE ;LOOK 4.0 THERM DE LUXE SVART  A.S.O;LOOK IV THERM DE LUXE SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-14;1;240;270;388;3,41;1;3;295;750;418;11,13;12;24;981;;;640;640;640;640;361;899;749;;;;;;;;;;;;;425;;799;599;;85167100
Nordic;Melitta;;;;6738402;21268;KAFFEBRYGGARE ;LOOK 4.0 THERM SELECTION SVART  A.S.O;LOOK IV THERM SELECTION SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-12;1;240;270;360;2,89;1;3;295;750;418;10,77;12;24;981;;;528;528;528;528;306;799;599;;;;;106111;;X;;;;;;350;;699;499;;85167100
Nordic;Melitta;;;;6738389;21269;KAFFEBRYGGARE ;LOOK 4.0 THERM VIT  A.S.O;LOOK IV THERM HVID  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-09;1;240;270;388;2,76;1;3;295;750;418;10,38;12;24;981;;;464;464;464;464;278;699;549;;;;;;;1271455;;;;;;300;;499;499;;85167100
Nordic;Melitta;;;;6738310;21270;KAFFEBRYGGARE ;LOOK 4.0 THERM SVART  A.S.O;LOOK IV THERM SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1011-10;1;240;270;388;2,76;1;3;295;750;418;10,38;12;24;981;;;464;464;464;464;278;699;549;;;9091000;;;;1271456;;;;;;300;;499;499;;85167100
Nordic;Melitta;;w10 15;;6738167;21271;KAFFEBRYGGARE ;AROMA ELEGANCE THERM DELUXE ;AROMA ELEGANCE THERM DELUXE - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1012-06;1;255;375;360;4,163;1;3;390;780;385;13,272;9;18;915;;;1312;1312;1312;1312;736;1890;1690;;;;;;;;;;;;;710;;1399;1390;;85167100
Nordic;Melitta;;;;6742737;21299;VATTENKOKARE ;VATTENKOKARE PRIME AQUA;ELKEDEL PRIME AQUA;4,01E+12;4,01E+12;4,01E+12;1018-02;1;178;232;264;1,51;1;6;385;730;302;9,36;18;54;985;;;320;320;320;320;201;449;349;;;;;;;1271448;;;;;;264;;399;299;;85161080
Nordic;Melitta;;;;6742768;21300;VATTENKOKARE ;VATTENKOKARE PRIME AQUA MINI;4,01E+12;4,01E+12;4,01E+12;4,01E+12;1018-01;1;175;227;210;1,2;1;6;379;715;248;7,23;18;72;1137;120;;272;272;272;272;151;399;299;;;;;;;1271449;;;;;;224;;349;249;;85161080
Nordic;Melitta;N;w 09 18;;6763285;21927;VATTENKOKARE ;VATTENKOKARE PRIME AQUA MINI TOP;ELKEDEL PRIME AQUA MINI;4,01E+12;4,01E+12;4,01E+12;1018-03;1;175;227;210;1,2;1;6;379;715;248;8;18;72;1137;120;;;;;;;;;;;;;;;;;;;;;;;;;;85161080
Nordic;Melitta;;;;6742904;21380;THERMKANNOR ;TERMOKANNA LOOK IV / ENJOY / EASY, SVART;TERMOKANDELOOK IV / ENJOY / EASY, SORT;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,909;1;6;385;565;220;6,294;24;96;1025;;;185;185;185;185;135;;;6865711;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;;;;6742911;21381;THERMKANNOR ;TERMOKANNA LOOK IV/EASY/ENJOY, VIT;TERMOKANDELOOK IV/EASY/ENJOY, HVID;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;0,91;1;6;385;565;220;6,29;24;96;1025;;;320;185;185;185;135;;;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;;;;6742928;21382;THERMKANNOR ;TERMOKANNA LOOK IV, SVART/SST;TERMOKANDELOOK IV, SORT/SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;1,033;1;6;385;565;220;7,038;24;96;1025;;;360;360;360;360;225;499;499;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;;;;6742935;21383;THERMKANNOR ;TERMOKANNA LOOK IV, VIT/SST;TERMOKANDELOOK IV, HVID/SST;4,01E+12;4,01E+12;4,01E+12;;1;180;180;188;1,033;1;6;385;565;220;7,038;24;96;1025;;;360;360;360;360;225;499;499;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;;w 10 16;;6757225;21443;KAFFEBRYGGARE ;ENJOY 2.0 THERM VIT;ENJOY II THERM HVID;4,01E+12;4,01E+12;4,01E+12;1017-05;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;416;416;416;416;260;599;499;;;;;;;1287828;;;;;;0;;0;449;;85167100
Nordic;Melitta;;w 10 16;;6757213;21444;KAFFEBRYGGARE ;ENJOY 2.0 TOP THERM VIT;ENJOY II TOP THERM HVID;4,01E+12;4,01E+12;4,01E+12;1017-07;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;464;464;464;464;290;699;549;;;;;;;;;;;;;325;;599;499;;85167100
Nordic;Melitta;;w 10 16;;6757215;21445;KAFFEBRYGGARE ;ENJOY 2.0 TOP THERM SVART;ENJOY II TOP THERM SORT;4,01E+12;4,01E+12;4,01E+12;1017-08;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;464;464;464;464;290;699;549;5628409;210064;;;;;;;;;;;325;;599;499;;85167100
Nordic;Melitta;;w 10 16;;6757222;21446;KAFFEBRYGGARE ;ENJOY 2.0 TOP VIT;ENJOY II TOP HVID;4,01E+12;4,01E+12;4,01E+12;1017-03;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;352;352;352;352;220;499;399;;;;;;;;;;;;;0;;0;399;;85167100
Nordic;Melitta;;w 10 16;;6757223;21447;KAFFEBRYGGARE ;ENJOY 2.0 TOP SVART;ENJOY II TOP SORT;4,01E+12;4,01E+12;4,01E+12;1017-04;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;352;352;352;352;220;499;399;;;;;;;;;;;;;0;;0;399;;85167100
Nordic;Melitta;X;w 10 16;;6757226;21448;KAFFEBRYGGARE ;ENJOY 2.0 THERM SVART;ENJOY II THERM SORT;4,01E+12;4,01E+12;4,01E+12;1017-06;1;207;262;392;2,71;1;3;223;798;410;8,93;15;30;965;;;416;416;416;416;260;599;499;;;;;;;1287829;;;;;;0;;0;449;;85167100
Nordic;Melitta;;w 10 16;;6757227;21449;KAFFEBRYGGARE ;ENJOY 2.0 VIT;ENJOY II HVID;4,01E+12;4,01E+12;4,01E+12;1017-01;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;312;312;312;312;195;449;349;;;;;;;1287826;;;;;;225;;399;349;;85167100
Nordic;Melitta;;w 10 16;;6757228;21450;KAFFEBRYGGARE ;ENJOY 2.0 SVART;ENJOY II SORT;4,01E+12;4,01E+12;4,01E+12;1017-02;1;207;262;357;2,29;1;3;223;798;375;7,67;15;30;895;;;312;312;312;312;195;449;349;;;;;;;1287827;;;;;;225;;399;349;;85167100
Nordic;Melitta;N;w 24 15;;6757683;21518;KAFFEKVARN;MOLINO KAFFEKVARN - SVART;MOLINO KAFFEKVARN - SORT;4,01E+12;4,01E+12;4,01E+12;1019-01;1;152;218;295;1,61;1;4;330;460;320;6,75;20;60;1105;;;416;416;416;416;;;;5414693;203917;9465063;;;X;1283136;;;;;;;;;;;85094000
DA;Melitta;;w 32 17;;6762478;21867;KAFFEKVARN;MOLINO KAFFEKVARN - SVART CIRKELPIGAN;MOLINO KAFFEKVARN - SORT;4,01E+12;4,01E+12;4,01E+12;;1;152;218;295;1,61;1;4;330;460;320;6,75;20;60;1105;;;;0;;;;;;;;;;;;;;;;;;;;;;;85094000
Nordic;Melitta;;w 10 16;;6757817;21520;KAFFEBRYGGARE ;EXCELLENT 4.0 VIT - EEL;EXCELLENT 4.0 HVID - EEL;4,01E+12;4,01E+12;4,01E+12;M511 WH;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;576;576;576;576;360;849;599;;;;;;;;;;;;;350;;699;499;;85167100
