Land;Brand;Status;Week;Old_mat;New_mat;Art_nr;Prod_grp;Description_SE;Descripiton_DK;GTIN_CU;GTIN_TU;GTIN_Pallet;Type_nr;SP_CU;Depth_CU;Width_CU;Height_CU;Weight_kg_CU;CU_TU;(CU_TU);Depth_TU;Width_TU;Height_TU;Weight_kg_TU;TU_Layer;TU_Pallet;Hi_inc_Pal;GW_PU_kg;NW_PU_kg;DVH_CU   ;DVH_TU;FH_CU;FH_TU;NET_III;REK_UT_PRIS;Promo_pris;ICA;Coop;B-dahl;Axfood;EEL ;Elkjöp;Mediamarkt;Expert;DK;Transferpris 2013 per PC (materialnr);Kalkylerat lagervärde Klippan 2013 per PC (EAN);;CU   ;TU;VEJLEDE_PRIS;Promo_pris;Miljö_märkt;C_ Code
Nordic;Melitta;;w 10 16;;6757818;21521;KAFFEBRYGGARE ;EXCELLENT 4.0 STEEL;EXCELLENT 4.0 STEEL;4,01E+12;4,01E+12;4,01E+12;M510 ST;1;222;336;356;3,05;1;4;455;682;366;13,2;8;16;877;;;768;768;768;768;480;1099;849;5081377;;;;;;;;;;;;550;;1099;799;;85167100
Nordic;Melitta;;w 10 16;;6757826;21527;KAFFEBRYGGARE ;EXCELLENT 4.0 SVART -  EEL;EXCELLENT 4.0 SORT -  EEL;4,01E+12;4,01E+12;4,01E+12;M511 BK;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;576;576;576;576;360;849;599;;;;;;;;;;;;;350;;699;499;;85167100
Nordic;Melitta;;w 10 16;;6758190;21534;KAFFEBRYGGARE ;EASY THERM SVART (MED 2 KANNOR);EASY THERM SORT (MED 2 KANDER);4,01E+12;4,01E+12;4,01E+12;1010-06;1;192;380;375;3;1;3;400;600;400;9,8;12;24;945;;;400;400;400;400;250;449;399;;;9343419;;107323;;;;;;;;270;;499;349;;85167100
Nordic;Melitta;;w 10 16;;6758191;21546;KAFFEBRYGGARE ;EASY THERM VIT (MED 2 KANNOR);EASY THERM HVID (MED 2 KANDER);4,01E+12;4,01E+12;4,01E+12;1010-05;1;192;380;375;3;1;3;400;600;400;9,8;12;24;945;;;400;400;400;400;250;449;399;;;9343385;;;;;;;;;;270;;499;349;;85167100
Nordic;Melitta;;;6758128;6767347;21547;KAFFEMASKINER;CAFFEO PASSIONE OT SILVER;CAFFEO PASSIONE OT SILVER;4,01E+12;4,01E+12;4,01E+12;F53/1-101;1;397;580;445;11,5;1;1;580;397;445;11,5;4;8;1035;;;6166;6166;6166;6166;;;;;;;;;;;;;;;;4500;;7995;;;85167100
Nordic;Melitta;;;6758129;6767351;21548;KAFFEMASKINER;CAFFEO PASSIONE OT SVART;CAFFEO PASSIONE OT SORT;4,01E+12;4,01E+12;4,01E+12;F53/1-102;1;397;580;445;11,5;1;1;580;397;445;11,5;4;8;1035;;;6166;6166;6166;6166;;;;;;;;;;;;;;;;4500;;7995;;;85167100
Nordic;Melitta;N;w 36 16;;6758158;21561;MJÖLKSKUMMARE ;CREMIO II SVART;CREMIO II SORT;4,01E+12;4,01E+12;4,01E+12;1014-02;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;504;504;504;504;315;695;;Webb;210067;;;105180;;1292964;;;;;;;;;;;85167970
Nordic;Melitta;N;w 36 16;;6758159;21562;MJÖLKSKUMMARE ;CREMIO II VIT;CREMIO II HVID;4,01E+12;4,01E+12;4,01E+12;1014-01;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;504;504;504;504;315;695;;Webb;;;;;;1292965;;;;;;;;;;;85167970
Nordic;Melitta;N;w 36 16;;6758160;21563;MJÖLKSKUMMARE ;CREMIO II SST;CREMIO II SST;4,01E+12;4,01E+12;4,01E+12;1014-03;1;150;152;236;1,28;1;10;337;789;271;13,71;30;90;813;;;576;576;576;576;360;795;;Webb;;;;;;1292963;;;;;;;;;;;85167970
Nordic;Melitta;N;w 14 2017;;6758153;21565;KAFFEBRYGGARE ;EASY TOP THERM STEEL SVART  A.S.O;EASY TOP THERM STEEL SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-11;1;188;285;360;2,18;1;4;393;585;380;9,545;16;32;905;;;;;334;334;;;;;;;;110171;;1294657;;;;;;230;;499;;;85167100
Nordic;Melitta;N;w 20 16;;6758145;21567;GLASKANNOR ;RJ ENJOY VIT;RJ ENJOY HVID;4,01E+12;4,01E+12;4,01E+12;;1;190;166;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;N;w 20 16;;6758146;21568;GLASKANNOR ;RJ ENJOY TOP SVART/AROMA FRESH;RJ ENJOY TOP SORT;4,01E+12;4,01E+12;4,01E+12;;1;166;190;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;N;w 20 16;;6758147;21569;GLASKANNOR ;RJ ENJOY TOP VIT;RJ ENJOY TOP HVID;4,01E+12;4,01E+12;4,01E+12;;1;166;190;127;0,34;1;6;355;500;155;2,04;24;264;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;70134200
Nordic;Melitta;N;w 20 16;;6758178;21572;THERMKANNOR ;RTJ ENJOY TOP THERM VIT;RTJ ENJOY TOP THERM HVID;4,01E+12;4,01E+12;4,01E+12;;1;182;182;190;0,845;1;6;565;385;220;6,84;24;192;1820;;;340;340;340;340;;;;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;N;w 20 16;;6758179;21573;THERMKANNOR ;RTJ ENJOY TOP THERM SVART;RTJ ENJOY TOP THERM SORT;4,01E+12;4,01E+12;;;1;182;182;190;0,85;1;6;565;385;220;6,84;24;192;1820;;;340;340;340;340;;;;;;;;;;;;;;;;;;;;;96170000
Nordic;Melitta;N;w 14 2017;;6758233;21578;KAFFEBRYGGARE ;EASY TIMER SVART  A.S.O;EASY TIMER SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-14;1;190;287;320;1,79;1;4;393;585;340;7,97;16;48;1165;;;;;250;250;;;;5297783;217680;;;;;;;200;;;;200;;399;;;85167100
Nordic;Melitta;N;w 14 2017;;6758234;21579;KAFFEBRYGGARE ;EASY TOP TIMER SVART  A.S.O;EASY TOP TIMER SORT  A.S.O;4,01E+12;4,01E+12;4,01E+12;1010-15;1;190;287;320;1,85;1;4;393;585;340;8,21;16;48;1165;;;;;350;350;;;;;;;;;;;;250;;;;;;;;;85167100
Nordic;Melitta;N;w 20 16;;6758771;21617;GLASKANNOR ;GLASKANNA EXCELLENT 4.0 SVART 1,3 L;GLASKANDE EXCELLENT 4.0 SORT 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75;;;;;;;;;;;;;;;;54,25;;;;;70134200
Nordic;Melitta;N;w 20 16;;6758772;21618;GLASKANNOR ;GLASKANNA EXCELLENT 4.0 VIT 1,3 L;GLASKANDE EXCELLENT 4.0 HVID 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75;;;;;;;;;;;;;;;;54,25;;;;;70134200
Nordic;Melitta;N;;;6762172;21836;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 SVART 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75;;;;;;;;;;;;;;;;68;;;;;
Nordic;Melitta;N;;;6762142;21837;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 VIT 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;69,75;69,75;69,75;69,75;;;;;;;;;;;;;;;;68;;;;;
Nordic;Melitta;N;;;6762392;21875;GLASKANNOR ;GLASKANNA EXCELLENT 5.0 SST 1,3 L;;4,01E+12;4,01E+12;;;1;144;186;176;0,42;1;;186;144;176;0,42;24;120;1170;;;90,1;90,1;90,1;90,1;;;;;;;;;;;;;;;;68;;;;;
Nordic;Melitta;N;w 35 18;;6763348;21871;KAFFEBRYGGARE ;EASY  2.0 SVART  ;EASY  II SVART  ;4,01E+12;4,01E+12;4,01E+12;1023-02;1;189;260;315;1,68;1;6;795;393;335;11,08;18;54;1150;124;;184;184;184;184;;;;5307236;222899;7192792;;;;;;;;;;130;;299;;;85167100
Nordic;Melitta;N;w 35 18;;6763350;21872;KAFFEBRYGGARE ;EASY 2.0 VIT;EASY II VIT;4,01E+12;4,01E+12;4,01E+12;1023-01;1;189;260;315;1,68;1;6;795;393;335;11,08;18;54;1150;124;;184;184;184;184;;;;;;7192826;;;;;;;;;;130;;299;;;85167100
Nordic;Melitta;N;w 35 18;;6763352;21873;KAFFEBRYGGARE ;EASY TOP 2.0  SVART ;EASY TOP II  SVART ;4,01E+12;4,01E+12;4,01E+12;1023-04;1;189;260;315;1,706;1;6;795;393;335;11,236;18;54;1150;125;;256;256;256;256;;;;;;7193162;;;;;;;;;;180;;399;;;85167100
Nordic;Melitta;N;w 15 19;;6763355;21878;KAFFEBRYGGARE ;EASY 2.0 THERM SVART ;;4,01E+12;4,01E+12;4,01E+12;1023-06;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;;;6763359;21879;KAFFEBRYGGARE ;EASY 2.0 THERM VIT;;4,01E+12;4,01E+12;4,01E+12;1023-05;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 15 19;;6763363;21874;KAFFEBRYGGARE ;EASY TOP 2.0 THERM SVART ;;4,01E+12;4,01E+12;4,01E+12;1023-08;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;;;6764954;22011;KAFFEBRYGGARE ;EASY TOP 2.0 THERM SST;;4,01E+12;4,01E+12;4,01E+12;1023-10;1;188;285;360;2,11;1;4;400;592;411;9,25;16;32;967;98;67,52;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;;;6763357;21880;KAFFEBRYGGARE ;EASY 2.0 THERM 2 KANNOR;;4,01E+12;4,01E+12;4,01E+12;1023-06;1;190;378;360;3,05;1;4;400;592;411;10,21;12;24;967;106;73,2;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;;w 9 16;;6759270;21650;KAFFEBRYGGARE ;EXCELLENT PROMO, SVART A.S.O;EXCELLENT PROMO, SORT A.S.O;4,01E+12;4,01E+12;4,01E+12;M510 BK;1;173;309;318;2,5;1;4;363;635;340;11,5;12;36;1165;;;486;486;486;486;;;;5616743;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;C;w18 16;6759306;6763579;21672;KAFFEBRYGGARE ;AROMA SIGNATURE DE LUXE , VIT - ;AROMA SIGNATURE DE LUXE , HVID - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;1007-05;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;1040;1040;1040;1040;616;1690;1490;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 32 18;;6765820;22063;KAFFEBRYGGARE ;AROMA SIGNATURE DE LUXE , VIT - CIRKELPIGAN COOP DK;AROMA SIGNATURE DE LUXE , HVID - CIRKELPIGEN;4,01E+12;4,01E+12;4,01E+12;;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 18 18;;6762820;21870;KAFFEBRYGGARE ;AROMA SIGNATURE THERM;AROMA SIGNATURE THERM;4,01E+12;4,01E+12;4,01E+12;1007-06;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;;;;;;;;;;;;;;;;;740;;1499;;;85167100
Nordic;Melitta;N;w 18 18;;6762819;21869;KAFFEBRYGGARE ;AROMA SIGNATURE THERM DELUXE - ELGIGANTEN;AROMA SIGNATURE THERM DELUXE;4,01E+12;4,01E+12;4,41E+12;1007-07;1;373;203;365;3,4;1;3;625;388;390;10,3;9;18;925;86;;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 36 17;;6760844;21731;KAFFEBRYGGARE ;AROMAFRESH;AROMAFRESH;4,01E+12;4,01E+12;4,01E+12;1021-01;1;295;305;478;5,06;1;1;295;305;478;5,06;6;12;1175;;;1163;1163;1163;1163;;;;5024765;;7045974;;110318;;;;;;;;740;;1499;;;85167100
Nordic;Melitta;N;w 46 18;;6766091;21941;KAFFEBRYGGARE ;EPOS360;4,01E+12;4,01E+12;4,01E+12;4,01E+12;1024-01;1;380;420;430;6,235;1;1;380;420;430;6,235;5;10;1005;101;63,35;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 36 17;;6760731;21738;KAFFEBRYGGARE ;EXCELLENT 5.0 SVART  EXCLUS4.0T;EXCELLENT 5.0 SORT;4,01E+12;4,01E+12;4,01E+12;1022-02;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;751;751;751;751;;;;;;;;110170;;;;;;;;600;;1199;;;85167100
Nordic;Melitta;N;w 36 17;;6760732;21739;KAFFEBRYGGARE ;EXCELLENT 5.0 VIT ;EXCELLENT 5.0 HVID;4,01E+12;4,01E+12;4,01E+12;1022-01;1;188;333;380;2,95;1;3;350;575;395;10,35;12;24;935;;;751;751;751;751;;;;;;;;110477;;;;;;;;600;;1199;;;85167100
Nordic;Melitta;N;w5 2018;;6762394;21778;KAFFEMASKINER;CI TOUCH, SILVER;CI TOUCH, SILVER;4,01E+12;4,01E+12;4,01E+12;F630-101;1;387;419;571;11,56;1;1;387;419;571;11,56;4;8;983;;;5500;5500;5500;5500;;;;;;;;;;;;;;;;5800;5800;10990;;;85167100
Nordic;Melitta;N;w5 2018;;6762405;21779;KAFFEMASKINER;CI TOUCH, SVART;CI TOUCH, SORT;4,01E+12;4,01E+12;4,01E+12;F630-102;1;387;419;571;11,56;1;1;387;419;571;11,56;4;8;983;;;5500;5500;5500;5500;;;;;;;;;;;;;;;;5800;5800;10990;;;85167100
Nordic;Melitta;N;w5 2018;;6762505;21780;KAFFEMASKINER;BARISTA T SMART, SVART;BARISTA T SMART, SORT;4,01E+12;4,01E+12;4,01E+12;F83/0-102;1;387;419;592;13,45;1;1;387;419;592;13,45;4;8;983;;;6450;6450;6450;6450;;;;;;;;;;;;;;;;7000;7000;11990;;;85167100
Nordic;Melitta;N;w5 2018;;6762506;21781;KAFFEMASKINER;BARISTA T SMART, SILVER;BARISTA T SMART, SILVER;4,01E+12;4,01E+12;4,01E+12;F83/0-101;1;387;419;591;13,45;1;1;387;419;591;13,45;4;8;983;;;6450;6450;6450;6450;;;;;;;;;;;;;;;;7000;7000;11990;;;85167100
Nordic;Melitta;N;w5 2018;;6762504;21783;KAFFEMASKINER;BARISTA TS  SMART, SVART;BARISTA TS  SMART, SORT;4,01E+12;4,01E+12;4,01E+12;F85/0-102;1;387;419;592;13,79;1;1;387;419;592;13,79;4;8;983;;;7100;7100;7100;7100;;;;;;;;;;;;;;;;8000;8000;12990;;;85167100
Nordic;Melitta;N;w5 2018;;6762499;21784;KAFFEMASKINER;BARISTA TS SMART, SILVER;BARISTA TS SMART, SILVER;4,01E+12;4,01E+12;4,01E+12;F85/0-101;1;387;419;592;13,79;1;1;387;419;592;13,79;4;8;983;;;7100;7100;7100;7100;;;;;;;;;;;;;;;;8000;8000;12990;;;85167100
Nordic;Melitta;N;w 40 2019;;6766988;22168;KAFFEMASKINER;AVANZA SVART;AVANZA SORT;4,01E+12;4,01E+12;4,01E+12;F270-102;1;450;300;545;9,57;1;1;450;300;545;9,57;6;12;1235;139;114,792;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 40 2019;;6766030;22169;KAFFEMASKINER;AVANZA SILVER;AVANZA SILVER;4,01E+12;4,01E+12;4,01E+12;F270-101;1;450;300;545;9,566;1;1;450;300;545;9,566;6;12;1235;139;114,792;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 27 2019;;6766027;22161;KAFFEMASKINER;PURISTA SVART;PURISTA SORT;4,01E+12;4,01E+12;4,01E+12;F23/0-102;1;380;300;545;9,566;1;1;380;300;545;9,566;8;24;1178;254;229,584;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;w 27 2019;;6766668;22160;KAFFEMASKINER;PURISTA SILVER;PURISTA SILVER;4,01E+12;4,01E+12;4,01E+12;F23/0-101;1;380;300;545;9,566;1;1;380;300;545;9,566;8;24;1178;254;229,584;;;;;;;;;;;;;;;;;;;;;;;;;85167100
Nordic;Melitta;N;;;6709112;21016;KAFFEMASKINER;CAFFEO SOLO PURE BLACK - ELGIGANTEN;CAFFEO SOLO PURE BLACK - ELGIGANTEN;4,01E+12;4,01E+12;4,01E+12;E950-222;1;380;300;545;9,7;1;1;380;300;545;9,7;8;16;1050;;; ; ; ; ;; ; ; ;; ;; ;; ;;;1377,88;1389,18;11,29999997;1917;;3995;;;85167100
Nordic;Melitta;;;6666842;6730321;40139;TILLBEHÖR ;FILTERTRATT PORSLIN 102;FILTERTRATT PORSLIN 102;4,01E+12;4,01E+12;4,01E+12;;1;127;127;108;0,49;1;;127;127;108;0,5;54;540;1245;;;159;159;159;159;85,14;249;;;;;;;;;;;62,35;;-62,35;115;115;199;;;69111000
Nordic;Melitta;;;;6578077;41222;GLASKANNOR ;GLASKANNA AROMA EXCELLENT VIT 1,3 L;GLASKANDE AROMA EXCELLENT HVID 1,3 L;4,01E+12;4,01E+12;4,01E+12;;1;144;186;176;0,42;1;;147;190;177;0,4;32;120;1030;;;67,8;67,8;67,8;67,8;;;;5219407;;;;;;;;;27,7219;27,76;0,0381;;;;;;70134200
Nordic;Melitta;;;;6578190;41223;GLASKANNOR ;GLASKANNA GRANDE 1,6L, VIT;GLASKANDE GRANDE 1,6L, HVID;4,01E+12;400650 841223 5;;;1;144;186;176;0,42;1;;153;155;178;0,456;35;120;1218;;;78,4;78,4;94,3;94,3;;;;;;;;;;;;;27,2704;27,31;0,039599999;;;;;;70134200
Nordic;Melitta;;;;6578206;55012;GLASKANNOR ;GLASKANNA AROMA EXCELLENT SVART, 1,3 L;GLASKANDE AROMA EXCELLENT SORT, 1,3 L;5,70E+12;5,70E+12;7,31E+12;;1;144;186;176;0,42;1;;147;190;177;0,4;24;120;1030;;;67,8;67,8;67,8;67,8;;;;6046601;;;;105549;;;;;27,7219;;-27,7219;;;;;;70134200
Nordic;Melitta;X;;;6588151;55031;GLASKANNOR ;GLASKANNA AROMA BOY 0,3 L, VIT;GLASKANDE AROMA BOY 0,3 L, HVID;4,01E+12;4,01E+12;4,01E+12;;1;115;111;90;0,18;1;;110;110;87;0,17;70;840;1194;;;58,3;58,3;61,5;61,5;;;;;;;;;;;;;21,9427;21,95;0,007299999;;;;;;70134200
Nordic;Melitta;;;;6578770;55057;GLASKANNOR ;GLASKANNA AROMA EXCELLENT DISPL 1,3 L, VIT;GLASKANDE AROMA EXCELLENT DISPL 1,3 L, HVID;4,01E+12;731027 955057 5;4,01E+12;;1;575;425;159;0,49;12;;580;430;155;4,7;2;12;1080;;;61,5;738;56,5;678;;;;;;229344;;;;;;;23,91;27,76;3,85;;;;;;70134200
Nordic;Melitta;;;5869374;6647858;90017;TEFILTER;CILIA TEFILTER (M) 100-P;CILIA TEFILTER (M) 100-P;4,01E+12;4,01E+12;4,01E+12;;100;24;110;146;0,0625;8;;196;113;150;0,5;45;270;1050;;;25,652;205,2;;;13,28;39,9;;1109925;49779;432765;101218032;;;;;;;;;;0;;;;48232000
Nordic;Melitta;N;w 36 15;;6745387;90018;TEFILTER;CILIA TEFILTERHÅLLARE;CILIA TEFILTERHOLDER;4,01E+12;4,01E+12;4,01E+12;;1;63;93;150;0,055;6;;391;96;158;0,44;15;135;1009;;;25,7;154,2;25,7;154,2;;;;;;9136318;;;;;;;;;;;;;;;48232000
Nordic;Melitta;X;;;6704346;90495;TILLBEHÖR ;DISPLAY ACCESSORIES;DISPLAY ACCESSORIES;7,31E+12;7,31E+12;7,31E+12;;19;270;470;500;7,5;1;19;470;270;500;7,5;2;2;1250;;;1952;1952;1952;1952;;;;;;;;;;;;;;;;;0;;;;70134200
Nordic;Melitta;;;;6626822;90503;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X2 OBLEKTA 40-P;KAFFEFILTER 1X2 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;106;171;0,06;18;;390;114;174;1,264;21;105;1015;;;9,222;166;9,2;165,6;;;;1205210;49784;8662710;101186020;;;1232651;;;1,4405;1,54;0,0995;4,5;81;12,95;;S, FSC;48232000
Nordic;Melitta;;;6626815;6761343;90505;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X6 OBLEKTA 40-P;KAFFEFILTER 1X6 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;24;157;236;0,15;8;;192;165;237;1,25;19;95;970;;;16,006;128;16;128;;;;1205202;;8662744;101186051;;;;;;2,4501;2,72;0,2699;8,25;66;20,95;;S, FSC;48232000
Nordic;Melitta;;;;6627300;90507;KAFFEFILTER , OBLEKTA;KAFFEFILTER 100 OBLEKTA 40-P;KAFFEFILTER 100 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;82;131;0,043333333;9;;198;90;133;0,39;48;288;943;;;5,724;51,5;5,7;51,3;;;;1205228;42298;8662256;101218033;;;X;;;1,2083;1,28;0,0717;2,95;26,55;11,95;;S, FSC;48232000
Nordic;Melitta;;;;6627294;90508;KAFFEFILTER , OBLEKTA;KAFFEFILTER 101 OBLEKTA 40-P;KAFFEFILTER 101 UBLEGET 40-P;4,01E+12;4,01E+12;4,01E+12;;40;21;100;149;0,054;9;;198;106;149;0,575;42;252;1039;;;6,837;61,5;6,8;61,2;;;;;22168;8662686;;;;;;;1,2444;1,32;0,0756;3,9;35,1;11,95;;S, FSC;48232000
Nordic;Melitta;;;;6657291;90511;KAFFEFILTER , VITA;KAFFEFILTER 1X4 VITA 40-P;KAFFEFILTER 1X4 HVIDA 40-P;4,01E+12;400650 890511 9;4,01E+12;;40;21;131;197;0,095;18;;396;135;200;1,87;16;64;950;;;8,586;154,5;8,1;145,8;;;;;;;;;;;;;;1,92;1,92;5;90;12,95;;S, FSC;48232000
Nordic;Melitta;;;6619442;6658694;90527;KAFFEFILTER , OBLEKTA;KAFFEFILTER 102 OBLEKTA 80-P;KAFFEFILTER 102 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;42;122;173;0,145;9;;390;129;175;1,385;18;90;1020;;;16,006;144,1;13,3;119,7;;;;;;8863714;;;;;;;2,752;2,98;0,228;8,55;76,95;20,95;;S, FSC;48232000
Nordic;Melitta;;;6658090;6763167;94641;KAFFEFILTER , VITA;KAFFEFILTER 1X4 VITA 80-P;KAFFEFILTER 1X4 HVIDA 80-P;4,01E+12;4,01E+12;4,01E+12;;80;43;131;197;0,17;18;;390;268;200;3,26;9;36;944;;;19,08;343,4;14,3;257,4;;;;1192384;70886;228064;100220413;;;1082617;;;3,0203;3,27;0,2497;9,25;166,5;20,95;;S, FSC;48232000
Nordic;Melitta;;;;6658076;94647;KAFFEFILTER , OBLEKTA;KAFFEFILTER 1X4 OBLEKTA 80-P;KAFFEFILTER 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;43;131;197;0,17;18;;390;268;200;3,2;9;36;944;;;19,08;343,4;13,8;248,4;;;;1205244;;228080;100220093;;;X;;;2,9377;3,16;0,2223;9,25;166,5;20,95;;S, FSC;48232000
Nordic;Melitta;;;6648640;6714833;94711;TILLBEHÖR ;FRANSK PRESS 3 KOPPAR;FRANSK PRESS 3 KOPPAR;4,01E+12;4,01E+12;4,01E+12;;1;82;122;168;0,245;4;4;265;175;180;1,13;12;48;965;;;92;368;92;368;60,37;149;;;208658;;;;;1226466;;;30,01;;-30,01;65;260;129;;;70134200
Nordic;Melitta;N;w 07 18;;6761122;99200;AVKALK. & RENGÖRING;BIO  AVKALKNINGSMEDEL KAFFEBRYGGARE , PULVER  6x20gr;;4,01E+12;4,01E+12;4,01E+12;;6;18;110;181;0,165;10;;195;117;188;1,717;40;160;897;;;32,35;323,5;32,35;323,5;;;;1470970;;7181142;;;;;;;;;;;;;;;34022090
Nordic;Melitta;N;w 07 18;;6761123;99204;AVKALK. & RENGÖRING;BIO AVKALKNINGSMEDEL ESPRESSOMASKINER,  PULVER  4x40gr;;4,01E+12;4,01E+12;4,01E+12;;4;38;82;160;0,196;5;;200;87;170;1,034;52;260;995;;;40,34;201,7;40,34;201,7;;;;;;;;;;;;;;;;;;;;;34022090
Nordic;Melitta;N;w 07 18;;6761119;99202;AVKALK. & RENGÖRING;BIO  AVKALKNINGSMEDEL UNIVERSAL,  FLYTANDE 250 ml;;4,01E+12;4,01E+12;4,01E+12;;1;32;73;200;0,325;10;;164;153;208;3,37;35;140;977;;;32,95;329,5;32,95;329,5;;;;1470988;;7181159;;;;;;;;;;;;;;;34022090
Nordic;Melitta;;;6648633;6713355;94712;TILLBEHÖR ;FRANSK PRESS 9 KOPPAR;FRANSK PRESS 9 KOPPAR;4,01E+12;4,01E+12;4,01E+12;;1;110;152;212;0,362;4;4;316;234;227;1,598;8;24;895;;;122;488;122;488;73,27;199;;;208659;;;105392;;1226467;;;39,56;;-39,56;95;380;189;;;70134200
Nordic;Melitta;N;w 22 16;6739423;6762512;94747;AVKALK. & RENGÖRING;AVKALKARE ESPRESSOMASK. PULVER 2x40G;AFKALKER ESPRESSOMASK. PULVER 2x40G;4,01E+12;4,01E+12;4,01E+12;;2;23;82;160;0,098;8;;200;87;170;0,8;52;260;955;;;11;88;13;104;;25;;1724616;;;;300729;;1010349;;;3,612;3,7;0,088;9,5;76;21,95;;;34022090
Nordic;Melitta;N;w 22 16;6747183;6762481;94749;AVKALK. & RENGÖRING;RENGÖRING ESPRESSOMASK. TABLETT 4x1,8G;RENGÖRING ESPRESSOMASK. TABS 4x1,8G;4,01E+12;4,01E+12;4,01E+12;;4;13;63;162;0,022;10;;146;70;170;0,3;93;465;995;;;11;110;12,9;129;;25;;1724665;249482;229237;;300730;;1010350;;;2,9799;3,02;0,0401;9,5;95;21,95;;;34022090
Nordic;Melitta;;;6659462;6763165;95804;KAFFEFILTER PREMIUM;KAFFEFILTER GOURMET 1X4 OBLEKTA 80-P;KAFFEFILTER GOURMET 1X4 UBLEGET 80-P;4,01E+12;4,01E+12;4,01E+12;;80;47;132;198;0,18;8;;391;137;199;1,5;16;64;946;;;21,677;173,4;17,3;138,4;;;;1235613;16330;228148;100969720;105394;;1107068;;;3,4322;3,73;0,2978;12;96;25,95;;S, FSC;48232000
Nordic;Melitta;N;W48 17;6707798;6762517;96056;AVKALK. & RENGÖRING;AVKALKARE FILTERKAFFEBR. FLYTANDE 250ML;AFKALKER FILTERKAFFEBR. FLYDENDE 250ML;4,01E+12;4,01E+12;4,01E+12;;1;32;73;200;0,325;10;;153;164;208;3,3;35;140;980;;;19;190;23,3;233;;45;;1728252;249299;229179;;105393;;1010358;;;5,68885;5,72;0,03115;12,5;125;29,95;;;34022090
